state,year,quarter,reg_user,app_open,district,latitude,longitude
Andaman and Nicobar Islands,2018,Q1,632,0,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q1,5846,0,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q1,262,0,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2018,Q2,911,0,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q2,8143,0,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q2,351,0,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2018,Q3,1208,0,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q3,10474,0,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q3,467,0,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2018,Q4,1553,0,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q4,13133,0,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q4,536,0,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q1,2013,0,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q1,15961,0,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q1,622,0,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q2,2417,6118,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q2,18621,43569,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q2,693,2953,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q3,2662,22064,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q3,20518,138190,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q3,751,10853,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q4,2955,26253,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q4,22202,139646,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q4,803,11113,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q1,3315,30444,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q1,24174,151529,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q1,879,11613,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q2,4100,56992,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q2,27626,231071,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q2,984,17009,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q3,5355,76553,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q3,34833,417785,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q3,1147,21227,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q4,7076,125915,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q4,43908,725321,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q4,1412,35972,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q1,7833,121680,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q1,48352,837589,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q1,1573,45067,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q2,8493,596182,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q2,51903,1270226,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q2,1699,381815,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q3,9263,759314,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q3,55873,1771107,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q3,1846,591204,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q4,10002,171921,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q4,59807,1863037,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q4,1971,77952,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q1,10720,904869,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q1,63487,2368756,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q1,2081,573782,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q2,11379,963824,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q2,66959,3404740,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q2,2192,811449,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q3,11897,1176567,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q3,70445,3607286,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q3,2300,1284501,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q4,12361,313502,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q4,73692,3881359,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q4,2389,159232,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q1,12941,3103047,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q1,77052,5450795,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q1,2491,2458822,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q2,13600,3174229,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q2,80112,6884657,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q2,2617,4679790,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q3,14216,7130284,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q3,83305,5950899,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q3,2734,7463896,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q4,14813,1869462,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q4,86348,7452861,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q4,2817,523637,Nicobars,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2024,Q1,15539,9022450,North and Middle Andaman,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2024,Q1,89907,12147903,South Andaman,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2024,Q1,2965,7368398,Nicobars,9.15129198727817,92.82281244301362
Andhra Pradesh,2018,Q1,350356,0,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q1,143839,0,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2018,Q1,497187,0,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q1,189949,0,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q1,241192,0,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q1,240133,0,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q1,317065,0,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q1,323673,0,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q1,194475,0,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q1,128905,0,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2018,Q1,186800,0,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2018,Q1,213335,0,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q1,309541,0,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q2,454398,0,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q2,186913,0,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2018,Q2,636052,0,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q2,253458,0,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q2,326383,0,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q2,319313,0,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q2,420326,0,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q2,431965,0,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q2,261049,0,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q2,167327,0,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2018,Q2,248657,0,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2018,Q2,282393,0,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q2,414306,0,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q3,558982,0,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q3,228456,0,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2018,Q3,769096,0,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q3,314899,0,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q3,405855,0,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q3,394311,0,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q3,518931,0,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q3,537086,0,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q3,322446,0,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q3,203655,0,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2018,Q3,308391,0,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2018,Q3,349782,0,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q3,515727,0,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q4,694455,0,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q4,284874,0,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2018,Q4,978288,0,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q4,394962,0,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q4,510892,0,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q4,498582,0,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q4,659552,0,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q4,682479,0,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q4,407495,0,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q4,257824,0,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2018,Q4,387058,0,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2018,Q4,435668,0,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q4,665280,0,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q1,839277,0,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q1,345775,0,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2019,Q1,1174517,0,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q1,474260,0,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q1,612162,0,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q1,599422,0,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q1,802394,0,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q1,833694,0,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q1,491908,0,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q1,313334,0,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2019,Q1,460590,0,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q1,523372,0,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2019,Q1,812314,0,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q2,945181,7156762,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q2,392764,3230330,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2019,Q2,1318740,13681907,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q2,539462,4488365,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q2,695114,6056591,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q2,680118,6240480,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q2,915256,7268875,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q2,952300,7822632,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q2,558303,4774473,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q2,355058,3541678,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2019,Q2,519031,4345848,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q2,592185,3853094,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2019,Q2,925491,8914216,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q3,1057167,28275322,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q3,437939,11813195,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2019,Q3,1460464,54836001,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q3,598568,16267041,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q3,773656,22845084,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q3,755024,22827473,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q3,1026418,28477132,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q3,1066546,30077671,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q3,619592,17768733,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q3,394375,13065845,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2019,Q3,574109,15833900,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q3,662102,14227407,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2019,Q3,1032733,34638738,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q4,1195228,38299189,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q4,496266,16353822,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2019,Q4,1620235,70749983,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q4,673522,21639748,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q4,873033,30278539,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q4,846885,29676997,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q4,1158708,37846179,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q4,1199971,39407473,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q4,697154,23608360,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q4,443810,17515311,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2019,Q4,646642,21543798,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q4,750078,19393528,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2019,Q4,1156351,44888591,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2020,Q1,1329664,46142746,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2020,Q1,552007,20975989,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2020,Q1,1763581,77558624,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2020,Q1,748655,26870693,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2020,Q1,971850,36900103,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2020,Q1,936293,34198350,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2020,Q1,1289678,45282758,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2020,Q1,1331602,46079408,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2020,Q1,775440,28879364,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2020,Q1,490683,21562104,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2020,Q1,717865,26166193,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2020,Q1,843835,24542868,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2020,Q1,1270907,51354573,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2020,Q2,1459116,45884498,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2020,Q2,608002,23808009,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2020,Q2,1904719,69684456,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2020,Q2,830709,32255276,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2020,Q2,1076953,39704703,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2020,Q2,1035093,36268390,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2020,Q2,1426271,44267596,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2020,Q2,1459041,41234166,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2020,Q2,854459,30816403,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2020,Q2,537798,24370380,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2020,Q2,796769,29644037,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2020,Q2,944829,26583613,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2020,Q2,1385916,49820171,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2020,Q3,1601940,64292857,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2020,Q3,667858,31794753,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2020,Q3,2058346,102589371,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2020,Q3,915240,44970519,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2020,Q3,1186851,55714787,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2020,Q3,1132240,49164718,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2020,Q3,1567595,62427501,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2020,Q3,1599289,61028114,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2020,Q3,937176,43951448,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2020,Q3,587784,31199437,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2020,Q3,877909,41578067,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2020,Q3,1053674,38126238,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2020,Q3,1506503,69462572,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2020,Q4,1746280,82605352,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2020,Q4,726761,36770992,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2020,Q4,2209658,124730170,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2020,Q4,999462,52839846,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2020,Q4,1295872,69562398,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2020,Q4,1230466,60615045,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2020,Q4,1712940,81291172,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2020,Q4,1744028,81787771,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2020,Q4,1022944,54765443,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2020,Q4,634462,35110885,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2020,Q4,959182,49596303,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2020,Q4,1163179,51170162,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2020,Q4,1631331,88232999,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2021,Q1,1878769,91478749,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2021,Q1,782604,40590058,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2021,Q1,2368081,135908324,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2021,Q1,1075936,56911479,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2021,Q1,1394849,73375049,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2021,Q1,1323411,65326230,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2021,Q1,1843237,92731167,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2021,Q1,1876458,92941553,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2021,Q1,1100541,60691988,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2021,Q1,681621,37752539,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2021,Q1,1032689,53525815,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2021,Q1,1254117,57392671,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2021,Q1,1751420,99083825,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2021,Q2,2006272,84705076,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2021,Q2,837958,43740255,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2021,Q2,2526830,114313154,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2021,Q2,1151232,76850749,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2021,Q2,1492738,104568606,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2021,Q2,1415585,81894678,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2021,Q2,1968681,88248064,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2021,Q2,2002662,85771678,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2021,Q2,1176334,74049216,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2021,Q2,729509,42684475,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2021,Q2,1103004,72255265,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2021,Q2,1339377,65118788,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2021,Q2,1870723,110505432,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2021,Q3,2150622,103626560,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2021,Q3,902008,48622126,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2021,Q3,2707931,139540800,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2021,Q3,1239147,91533813,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2021,Q3,1606735,124985545,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2021,Q3,1522196,101210508,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2021,Q3,2110878,106621413,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2021,Q3,2145423,104358295,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2021,Q3,1263550,90102349,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2021,Q3,784444,46277311,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2021,Q3,1183377,86369956,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2021,Q3,1436576,80244808,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2021,Q3,2007011,135043395,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2021,Q4,2294347,142536856,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2021,Q4,965335,61654215,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2021,Q4,2888774,188757640,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2021,Q4,1325728,86410317,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2021,Q4,1719437,120768682,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2021,Q4,1628242,97379271,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2021,Q4,2252443,130920743,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2021,Q4,2288148,134436469,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2021,Q4,1349290,90814672,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2021,Q4,839606,56101822,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2021,Q4,1262963,83534122,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2021,Q4,1532898,100007280,West Godavari,16.8216720835432,81.4553640434164
Andhra Pradesh,2021,Q4,2141818,154395512,Chittoor,13.440722754333965,79.02495158966912
Andhra Pradesh,2022,Q1,2432305,87134562,East Godavari,17.007274193510366,82.00256259902082
Andhra Pradesh,2022,Q1,1027283,46691467,Srikakulam,18.569292500364377,83.99029819916053
Andhra Pradesh,2022,Q1,3061324,88803090,Visakhapatnam,17.743274624393557,82.8802133238982
Andhra Pradesh,2022,Q1,1408929,104851997,Prakasam,15.619484313232686,79.83527668111408
Andhra Pradesh,2022,Q1,1827094,155792533,Anantapur,14.499328151454643,77.60205694570705
Andhra Pradesh,2022,Q1,1729513,119653214,Kurnool,15.53619505530548,78.0594873547313
Andhra Pradesh,2022,Q1,2387051,88844052,Guntur,16.272607599659338,80.28230626291116
Andhra Pradesh,2022,Q1,2423373,85871644,Krishna,16.56692968628252,80.8377788738132
Andhra Pradesh,2022,Q1,1431664,101671767,Spsr Nellore,14.435808732513676,79.88008318918982
Andhra Pradesh,2022,Q1,892889,44804002,Vizianagaram,18.349540883813216,83.38428080020016
Andhra Pradesh,2022,Q1,1339782,98878499,Ysr,14.488192069373184,78.73061584852664
Andhra Pradesh,2022,Q1,1626039,87642475,West Godavari,16.8216720835432,81.4553640434164
