state,year,quarter,reg_user,app_open,district,latitude,longitude
Telangana,2021,Q3,3839513,138904779,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2021,Q3,369487,26206177,Suryapet,17.04776437074001,79.74559557818245
Telangana,2021,Q3,174716,15082826,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2021,Q3,276848,20064605,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2021,Q3,82466,10704784,Mulugu,18.22551866088575,80.31016818925785
Telangana,2021,Q3,2790387,122352691,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2021,Q3,524929,27893947,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2021,Q3,327681,25861713,Mancherial,18.947614507436125,79.47601330857533
Telangana,2021,Q3,398010,28683328,Siddipet,18.00671644954754,78.80994719845616
Telangana,2021,Q3,572647,34808208,Khammam,17.196774351457847,80.31573969183727
Telangana,2021,Q4,132812,9885605,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2021,Q4,641044,49387802,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2021,Q4,216959,19454795,Jangaon,17.740618816044485,79.29584907512574
Telangana,2021,Q4,438017,31523917,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2021,Q4,243471,18842708,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2021,Q4,120270,9921783,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2021,Q4,593223,43139132,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2021,Q4,171840,11973849,Adilabad,19.505409580430825,78.5263304921143
Telangana,2021,Q4,210757,15899445,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2021,Q4,304863,25806289,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2021,Q4,369792,28436891,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2021,Q4,199256,15126416,Nirmal,19.081282160966957,78.2191320034372
Telangana,2021,Q4,242028,17962206,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2021,Q4,940845,65270943,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2021,Q4,173070,13082876,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2021,Q4,275384,21678658,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2021,Q4,337979,23826683,Jagtial,18.813723148937733,78.90053328557956
Telangana,2021,Q4,325245,29576100,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2021,Q4,235661,18654116,Medak,17.955417870515227,78.298863666532
Telangana,2021,Q4,355529,27383427,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2021,Q4,146183,11945405,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2021,Q4,753613,50362105,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2021,Q4,3523496,223574100,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2021,Q4,4081185,216036952,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2021,Q4,395614,29089685,Suryapet,17.04776437074001,79.74559557818245
Telangana,2021,Q4,187444,12596236,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2021,Q4,296281,22680871,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2021,Q4,88544,7330070,Mulugu,18.22551866088575,80.31016818925785
Telangana,2021,Q4,2969740,193566420,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2021,Q4,559456,39304222,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2021,Q4,350142,29531278,Mancherial,18.947614507436125,79.47601330857533
Telangana,2021,Q4,425592,35107007,Siddipet,18.00671644954754,78.80994719845616
Telangana,2021,Q4,612314,39641400,Khammam,17.196774351457847,80.31573969183727
Telangana,2022,Q1,141328,24536040,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2022,Q1,681754,78536056,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2022,Q1,230792,33506381,Jangaon,17.740618816044485,79.29584907512574
Telangana,2022,Q1,465349,47828778,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2022,Q1,259006,20722699,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2022,Q1,128148,23216915,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2022,Q1,628661,45635773,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2022,Q1,182668,25726396,Adilabad,19.505409580430825,78.5263304921143
Telangana,2022,Q1,223437,20874197,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2022,Q1,324408,60647215,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2022,Q1,392476,26729462,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2022,Q1,211771,31155753,Nirmal,19.081282160966957,78.2191320034372
Telangana,2022,Q1,257761,26617012,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2022,Q1,997988,48529759,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2022,Q1,183885,21853834,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2022,Q1,292925,40205178,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2022,Q1,358314,32122010,Jagtial,18.813723148937733,78.90053328557956
Telangana,2022,Q1,345555,43364083,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2022,Q1,250764,26785493,Medak,17.955417870515227,78.298863666532
Telangana,2022,Q1,377199,31979642,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2022,Q1,155585,19712978,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2022,Q1,797162,21446613,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2022,Q1,3722676,79856901,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2022,Q1,4306136,36924268,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2022,Q1,420703,35742581,Suryapet,17.04776437074001,79.74559557818245
Telangana,2022,Q1,199570,22596775,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2022,Q1,314999,34435197,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2022,Q1,94447,24353047,Mulugu,18.22551866088575,80.31016818925785
Telangana,2022,Q1,3138387,36878958,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2022,Q1,592752,27194131,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2022,Q1,371749,35198365,Mancherial,18.947614507436125,79.47601330857533
Telangana,2022,Q1,452034,44351650,Siddipet,18.00671644954754,78.80994719845616
Telangana,2022,Q1,650223,39600384,Khammam,17.196774351457847,80.31573969183727
Telangana,2022,Q2,149430,27687075,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2022,Q2,719911,85869907,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2022,Q2,243599,37861712,Jangaon,17.740618816044485,79.29584907512574
Telangana,2022,Q2,491003,53037326,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2022,Q2,273508,20983573,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2022,Q2,135588,26400339,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2022,Q2,662427,53358244,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2022,Q2,192795,29410349,Adilabad,19.505409580430825,78.5263304921143
Telangana,2022,Q2,235439,24898167,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2022,Q2,342621,62479162,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2022,Q2,413849,28523186,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2022,Q2,223694,37127191,Nirmal,19.081282160966957,78.2191320034372
Telangana,2022,Q2,272277,28074074,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2022,Q2,1051378,56481101,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2022,Q2,194159,23776454,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2022,Q2,309288,45944923,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2022,Q2,377794,35930120,Jagtial,18.813723148937733,78.90053328557956
Telangana,2022,Q2,364848,48725489,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2022,Q2,264807,31822099,Medak,17.955417870515227,78.298863666532
Telangana,2022,Q2,397421,35909785,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2022,Q2,164390,19973850,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2022,Q2,838533,21541986,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2022,Q2,3911372,82671883,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2022,Q2,4519625,32945026,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2022,Q2,444281,40672431,Suryapet,17.04776437074001,79.74559557818245
Telangana,2022,Q2,210937,25329332,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2022,Q2,332593,39767491,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2022,Q2,99897,23789791,Mulugu,18.22551866088575,80.31016818925785
Telangana,2022,Q2,3297882,34313710,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2022,Q2,624054,29203287,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2022,Q2,392343,38088686,Mancherial,18.947614507436125,79.47601330857533
Telangana,2022,Q2,476865,51826750,Siddipet,18.00671644954754,78.80994719845616
Telangana,2022,Q2,685755,41834871,Khammam,17.196774351457847,80.31573969183727
Telangana,2022,Q3,157410,29955283,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2022,Q3,758377,93670118,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2022,Q3,256510,35822117,Jangaon,17.740618816044485,79.29584907512574
Telangana,2022,Q3,517431,50653504,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2022,Q3,288239,19013375,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2022,Q3,142886,26874360,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2022,Q3,697031,46177998,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2022,Q3,202926,31820070,Adilabad,19.505409580430825,78.5263304921143
Telangana,2022,Q3,247866,26496042,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2022,Q3,360550,61610304,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2022,Q3,436008,25775599,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2022,Q3,235565,34768227,Nirmal,19.081282160966957,78.2191320034372
Telangana,2022,Q3,286902,27203065,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2022,Q3,1106571,57423815,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2022,Q3,204432,23476250,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2022,Q3,325303,43278116,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2022,Q3,397688,32356187,Jagtial,18.813723148937733,78.90053328557956
Telangana,2022,Q3,384141,50093206,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2022,Q3,278966,32430565,Medak,17.955417870515227,78.298863666532
Telangana,2022,Q3,418280,36713378,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2022,Q3,173372,18695239,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2022,Q3,881363,20060029,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2022,Q3,4105107,84056871,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2022,Q3,4739891,30441899,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2022,Q3,468196,37304827,Suryapet,17.04776437074001,79.74559557818245
Telangana,2022,Q3,222094,28532292,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2022,Q3,350370,37129247,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2022,Q3,105383,22624524,Mulugu,18.22551866088575,80.31016818925785
Telangana,2022,Q3,3463208,31069503,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2022,Q3,656534,29267383,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2022,Q3,413504,36518078,Mancherial,18.947614507436125,79.47601330857533
Telangana,2022,Q3,502130,52694134,Siddipet,18.00671644954754,78.80994719845616
Telangana,2022,Q3,721877,41592039,Khammam,17.196774351457847,80.31573969183727
Telangana,2022,Q4,164467,13004567,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2022,Q4,793688,62529082,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2022,Q4,268072,24657265,Jangaon,17.740618816044485,79.29584907512574
Telangana,2022,Q4,542203,35537846,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2022,Q4,301876,21240770,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2022,Q4,149386,13154999,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2022,Q4,729287,56961137,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2022,Q4,212112,15274623,Adilabad,19.505409580430825,78.5263304921143
Telangana,2022,Q4,259226,22135576,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2022,Q4,376720,30738008,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2022,Q4,457038,32257672,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2022,Q4,246252,22299241,Nirmal,19.081282160966957,78.2191320034372
Telangana,2022,Q4,300406,20996907,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2022,Q4,1159594,87156905,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2022,Q4,214000,16391933,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2022,Q4,339772,29400033,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2022,Q4,416065,33144670,Jagtial,18.813723148937733,78.90053328557956
Telangana,2022,Q4,401963,39445615,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2022,Q4,291807,25833641,Medak,17.955417870515227,78.298863666532
Telangana,2022,Q4,437901,36385513,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2022,Q4,181521,13309373,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2022,Q4,923715,54185496,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2022,Q4,4296707,284957579,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2022,Q4,4962214,248166634,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2022,Q4,490568,35754743,Suryapet,17.04776437074001,79.74559557818245
Telangana,2022,Q4,232376,14372667,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2022,Q4,366726,29482223,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2022,Q4,110228,8903451,Mulugu,18.22551866088575,80.31016818925785
Telangana,2022,Q4,3628619,224766696,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2022,Q4,687385,50465466,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2022,Q4,433627,34541874,Mancherial,18.947614507436125,79.47601330857533
Telangana,2022,Q4,525155,47803119,Siddipet,18.00671644954754,78.80994719845616
Telangana,2022,Q4,755705,45973189,Khammam,17.196774351457847,80.31573969183727
Telangana,2023,Q1,172242,29775037,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2023,Q1,830827,87778412,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2023,Q1,280580,34755100,Jangaon,17.740618816044485,79.29584907512574
Telangana,2023,Q1,567571,61557092,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2023,Q1,315944,20175108,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2023,Q1,156343,28022663,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2023,Q1,761985,48549263,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2023,Q1,222025,34654415,Adilabad,19.505409580430825,78.5263304921143
Telangana,2023,Q1,271074,25603157,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2023,Q1,394485,61891346,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2023,Q1,478118,26406282,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2023,Q1,257611,42217573,Nirmal,19.081282160966957,78.2191320034372
Telangana,2023,Q1,314702,30185194,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2023,Q1,1212607,63878054,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2023,Q1,223966,24336032,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2023,Q1,355447,44979668,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2023,Q1,434964,32529442,Jagtial,18.813723148937733,78.90053328557956
Telangana,2023,Q1,420473,46489173,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2023,Q1,305395,33658982,Medak,17.955417870515227,78.298863666532
Telangana,2023,Q1,457781,39744744,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2023,Q1,190125,21663861,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2023,Q1,964802,20931489,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2023,Q1,4483193,92873530,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2023,Q1,5176899,32078250,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2023,Q1,513436,35148085,Suryapet,17.04776437074001,79.74559557818245
Telangana,2023,Q1,243224,26336319,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2023,Q1,383869,37096127,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2023,Q1,115471,26284682,Mulugu,18.22551866088575,80.31016818925785
Telangana,2023,Q1,3787461,32008875,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2023,Q1,718193,31218292,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2023,Q1,453837,37525510,Mancherial,18.947614507436125,79.47601330857533
Telangana,2023,Q1,549109,52595211,Siddipet,18.00671644954754,78.80994719845616
Telangana,2023,Q1,790500,42709479,Khammam,17.196774351457847,80.31573969183727
Telangana,2023,Q2,180034,33793433,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2023,Q2,866073,92209472,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2023,Q2,292576,35498127,Jangaon,17.740618816044485,79.29584907512574
Telangana,2023,Q2,591314,62303617,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2023,Q2,329591,16089510,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2023,Q2,163594,32340407,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2023,Q2,792269,47495828,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2023,Q2,231540,38271203,Adilabad,19.505409580430825,78.5263304921143
Telangana,2023,Q2,282212,29218839,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2023,Q2,411916,60814557,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2023,Q2,497196,22043050,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2023,Q2,268713,45573879,Nirmal,19.081282160966957,78.2191320034372
Telangana,2023,Q2,328573,37299839,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2023,Q2,1259927,66957103,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2023,Q2,233420,23320465,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2023,Q2,371036,49974170,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2023,Q2,452611,31035990,Jagtial,18.813723148937733,78.90053328557956
Telangana,2023,Q2,437832,51701471,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2023,Q2,318640,34550951,Medak,17.955417870515227,78.298863666532
Telangana,2023,Q2,476238,35405628,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2023,Q2,198478,18487524,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2023,Q2,1000275,16914280,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2023,Q2,4638501,93950553,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2023,Q2,5349842,32043529,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2023,Q2,535263,42234557,Suryapet,17.04776437074001,79.74559557818245
Telangana,2023,Q2,254242,30288514,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2023,Q2,400349,40870161,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2023,Q2,120696,27982347,Mulugu,18.22551866088575,80.31016818925785
Telangana,2023,Q2,3918732,31036917,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2023,Q2,745882,28502618,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2023,Q2,472302,36719981,Mancherial,18.947614507436125,79.47601330857533
Telangana,2023,Q2,571790,48364283,Siddipet,18.00671644954754,78.80994719845616
Telangana,2023,Q2,822976,46674989,Khammam,17.196774351457847,80.31573969183727
Telangana,2023,Q3,187837,26010311,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2023,Q3,902281,57531065,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2023,Q3,304779,26259874,Jangaon,17.740618816044485,79.29584907512574
Telangana,2023,Q3,616038,50837435,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2023,Q3,343730,15897326,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2023,Q3,170911,32745621,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2023,Q3,823846,29030670,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2023,Q3,241309,43245330,Adilabad,19.505409580430825,78.5263304921143
Telangana,2023,Q3,293845,17964324,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2023,Q3,429268,46447551,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2023,Q3,517740,14386120,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2023,Q3,279955,35868659,Nirmal,19.081282160966957,78.2191320034372
Telangana,2023,Q3,342724,21044568,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2023,Q3,1310211,49402523,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2023,Q3,243013,16111404,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2023,Q3,386215,37568224,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2023,Q3,471076,16892569,Jagtial,18.813723148937733,78.90053328557956
Telangana,2023,Q3,455826,32903668,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2023,Q3,331867,22693923,Medak,17.955417870515227,78.298863666532
Telangana,2023,Q3,495167,23489446,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2023,Q3,207019,14921265,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2023,Q3,1039220,13600198,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2023,Q3,4809474,81028626,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2023,Q3,5543537,32313643,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2023,Q3,557642,32372476,Suryapet,17.04776437074001,79.74559557818245
Telangana,2023,Q3,265074,24721876,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2023,Q3,417147,24226230,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2023,Q3,125966,14558305,Mulugu,18.22551866088575,80.31016818925785
Telangana,2023,Q3,4064256,29688685,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2023,Q3,775594,19370181,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2023,Q3,491797,25550626,Mancherial,18.947614507436125,79.47601330857533
Telangana,2023,Q3,595192,35541493,Siddipet,18.00671644954754,78.80994719845616
Telangana,2023,Q3,857112,29518590,Khammam,17.196774351457847,80.31573969183727
Telangana,2023,Q4,195106,12910970,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2023,Q4,936167,39197129,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2023,Q4,316669,21586644,Jangaon,17.740618816044485,79.29584907512574
Telangana,2023,Q4,638916,24467030,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2023,Q4,357277,12424646,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2023,Q4,177822,9724730,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2023,Q4,854338,39707252,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2023,Q4,250640,15835204,Adilabad,19.505409580430825,78.5263304921143
Telangana,2023,Q4,304823,26754165,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2023,Q4,445662,17721136,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2023,Q4,536913,17002731,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2023,Q4,291169,17202922,Nirmal,19.081282160966957,78.2191320034372
Telangana,2023,Q4,356076,14256767,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2023,Q4,1356536,79682919,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2023,Q4,252279,9960976,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2023,Q4,401199,27658558,Vikarabad,17.22206332947897,77.79669747328762
Telangana,2023,Q4,489343,21823758,Jagtial,18.813723148937733,78.90053328557956
Telangana,2023,Q4,473157,20977152,Yadadri Bhuvanagiri,17.459036904572145,78.93448140411583
Telangana,2023,Q4,344583,23805054,Medak,17.955417870515227,78.298863666532
Telangana,2023,Q4,513264,23550715,Mahbubnagar,16.753512813934016,78.03666140370396
Telangana,2023,Q4,215143,6422561,Jaya Shankar Bhalupally,18.435418800490787,79.83527668111408
Telangana,2023,Q4,1075692,36894256,Warangal Urban,18.02068306153617,79.47601330857533
Telangana,2023,Q4,4964411,308001612,Rangareddy,17.200326315863016,78.34439723705043
Telangana,2023,Q4,5720710,296206855,Hyderabad,17.386926791516068,78.48087750095107
Telangana,2023,Q4,578651,28358407,Suryapet,17.04776437074001,79.74559557818245
Telangana,2023,Q4,275449,12934153,Jogulamba Gadwal,16.089000193843603,77.78525746260414
Telangana,2023,Q4,433549,20340652,Kamareddy,18.31193259144039,78.11653089466729
Telangana,2023,Q4,131237,5905681,Mulugu,18.22551866088575,80.31016818925785
Telangana,2023,Q4,4195726,220139178,Medchal Malkajgiri,17.532022446845293,78.57176312812575
Telangana,2023,Q4,803398,28258613,Karimnagar,18.3603981150604,79.1943533685031
Telangana,2023,Q4,510261,20267993,Mancherial,18.947614507436125,79.47601330857533
Telangana,2023,Q4,617568,29720279,Siddipet,18.00671644954754,78.80994719845616
Telangana,2023,Q4,888902,30728052,Khammam,17.196774351457847,80.31573969183727
Telangana,2024,Q1,203622,24082267,Narayanpet,16.619012585924022,77.59059696075337
Telangana,2024,Q1,975830,44486628,Nalgonda,16.931852458727594,79.22819745297296
Telangana,2024,Q1,330220,26468048,Jangaon,17.740618816044485,79.29584907512574
Telangana,2024,Q1,666127,56498282,Bhadradri Kothagudem,17.59854257701671,80.79347975603018
Telangana,2024,Q1,372568,12148941,Warangal Rural,17.921638156239432,79.7119418621192
Telangana,2024,Q1,185805,27916112,Kumuram Bheem Asifabad,19.35467708278755,79.45351199575639
Telangana,2024,Q1,889165,17032547,Nizamabad,18.7013065688618,78.20773680889053
Telangana,2024,Q1,261547,54021182,Adilabad,19.505409580430825,78.5263304921143
Telangana,2024,Q1,317573,8619633,Rajanna Sircilla,18.386127339345137,78.75328844648128
Telangana,2024,Q1,465123,30563434,Nagarkurnool,16.517196287661516,78.46951108250524
Telangana,2024,Q1,559277,8527114,Peddapalle,18.62182073911724,79.43100517234626
Telangana,2024,Q1,304059,44619530,Nirmal,19.081282160966957,78.2191320034372
Telangana,2024,Q1,371553,18918377,Mahabubabad,17.566847531081404,79.94725017434048
Telangana,2024,Q1,1411306,37400511,Sangareddy,17.688594818516254,77.92817178345304
Telangana,2024,Q1,262957,14686092,Wanaparthy,16.340717815784863,78.03666140370396
Telangana,2024,Q1,418255,44607160,Vikarabad,17.22206332947897,77.79669747328762
