state,year,quarter,count,amount,district,latitude_x,longitude_x,latitude_y,longitude_y,latitude,longitude
Andaman and Nicobar Islands,2018,Q1,5688,12560249,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q1,528,1139848,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2018,Q1,442,931663,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q2,9395,23948235,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q2,1120,3072436,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2018,Q2,825,1317863,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q3,13511,44268112,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q3,1471,6387829,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2018,Q3,1283,4901529,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q4,20136,75411840,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2018,Q4,2137,7955635,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2018,Q4,1485,7180859,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q1,25683,85501972,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q1,3264,9561708,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q1,1539,7236059,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q2,28490,102530955,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q2,3371,8612103,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q2,1828,9111650,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q3,27421,91023888,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q3,4049,11481466,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q3,2300,11566421,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2019,Q4,27843,110930312,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2019,Q4,4716,13524056,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2019,Q4,2600,12384161,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q1,32713,134679396,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q1,5674,14697371,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q1,2911,12099543,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q2,48088,132855778,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q2,10979,22447714,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q2,3895,14341508,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q3,95323,282366109,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q3,16747,33486883,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q3,5413,22166453,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2020,Q4,186494,523122462,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2020,Q4,29349,68941322,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2020,Q4,8688,35218871,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q1,207092,669604045,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q1,27358,75027255,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q1,10302,39075266,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q2,286907,760893020,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q2,39200,90233388,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q2,15307,48020606,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q3,382418,1116789010,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q3,46592,118254865,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q3,20754,74980519,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2021,Q4,558571,1694794708,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2021,Q4,53115,156486112,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2021,Q4,24437,81329281,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q1,705512,1872991195,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q1,60059,161624878,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q1,29177,94414127,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q2,954875,2357326563,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q2,72573,195693167,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q2,43769,132900618,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q3,1455255,2967719400,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q3,79574,211581970,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q3,49550,131330400,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2022,Q4,1835592,3600887266,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2022,Q4,93297,241431284,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2022,Q4,58646,142355853,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q1,2030078,3867385426,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q1,152187,392080332,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q1,94127,202062829,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q2,2417058,4297737197,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q2,181149,462414674,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q2,109568,230192364,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q3,2771397,4462201588,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q3,198547,495623029,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q3,128432,253772173,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2023,Q4,3311962,5417264997,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2023,Q4,230234,540759631,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2023,Q4,153587,311527871,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andaman and Nicobar Islands,2024,Q1,3751724,5952049462,South Andaman,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348,11.643445171159676,92.70335751146348
Andaman and Nicobar Islands,2024,Q1,266400,601756070,North and Middle Andaman,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492,12.836031727313532,92.90261715744492
Andaman and Nicobar Islands,2024,Q1,166796,305346303,Nicobars,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362,9.15129198727817,92.82281244301362
Andhra Pradesh,2018,Q1,1256469,1749966196,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q1,943935,1235785515,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q1,863935,1284255179,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q1,830324,1009621878,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q1,815932,1108686589,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q1,679623,764905298,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q1,638664,788830646,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q1,577090,853547668,West Godavari,16.8216720835432,81.4553640434164,16.8216720835432,81.4553640434164,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q1,534757,748990775,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q1,531612,676643237,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q2,1641192,2987853607,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q2,1224987,2448141593,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q2,1221677,2168914928,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q2,1185723,1990419125,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q2,1088101,2108475811,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q2,968439,1531888665,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q2,937023,1690366079,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q2,786033,1688025212,West Godavari,16.8216720835432,81.4553640434164,16.8216720835432,81.4553640434164,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q2,780454,1542057934,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q2,739991,1571167562,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q3,3394576,4821892253,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q3,3226907,3551247095,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q3,2921189,2908389261,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q3,2396934,3754202654,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q3,2297429,3283517630,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q3,1912529,3127764663,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q3,1815215,2681787750,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q3,1557444,2235904512,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2018,Q3,1431282,2309078492,West Godavari,16.8216720835432,81.4553640434164,16.8216720835432,81.4553640434164,16.8216720835432,81.4553640434164
Andhra Pradesh,2018,Q3,1319651,2346453445,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2018,Q4,4791421,7366635864,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2018,Q4,3166201,4979093890,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2018,Q4,3052762,4652624623,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2018,Q4,2839161,5416251838,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2018,Q4,2546620,4730251217,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2018,Q4,2508530,3626544852,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2018,Q4,2286391,3975878156,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2018,Q4,1814997,3293448556,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2018,Q4,1732527,3252340063,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2018,Q4,1692862,3255254226,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q1,9690866,13459857440,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q1,6486813,8223371732,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q1,5443981,9061346433,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q1,5440146,7382264724,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q1,4846553,7765934169,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q1,4193432,5541564892,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q1,3891336,6044730653,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q1,3333584,5161932216,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q1,2931081,4807527779,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q1,2852197,4915811593,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q2,11705738,20797479804,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q2,6428472,13437029115,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q2,5983308,10982727976,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q2,5005275,10405246943,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q2,4699261,9116404622,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q2,3895824,7358285187,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q2,3578836,7830782361,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q2,3141891,6880873007,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q2,2670529,6262396448,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q2,2606284,6376856828,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q3,16694947,26944837120,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q3,8408474,16404073560,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q3,8201783,13837455758,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q3,6942304,13075661264,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q3,6537303,11387726470,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q3,5139134,9025632779,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q3,4889720,9554081289,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q3,4150195,8256600118,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q3,3430750,7354502261,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q3,3296586,7447544274,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2019,Q4,23594874,39133296330,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2019,Q4,11719402,23039786404,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2019,Q4,11246986,19298476027,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2019,Q4,9761330,18565626418,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2019,Q4,9285739,16816774065,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2019,Q4,7001958,13233105728,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2019,Q4,6764112,13887248889,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2019,Q4,5877804,11786014089,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2019,Q4,4865473,10604077824,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2019,Q4,4793157,10865073855,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2020,Q1,27115031,48809747614,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2020,Q1,13257740,23441848567,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2020,Q1,12175289,24481702770,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2020,Q1,11493331,22992734620,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2020,Q1,11346242,21854701379,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2020,Q1,8466129,17864325752,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
Andhra Pradesh,2020,Q1,8246869,17022710311,Kurnool,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313,15.53619505530548,78.0594873547313
Andhra Pradesh,2020,Q1,7430247,15387829694,Spsr Nellore,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982,14.435808732513676,79.88008318918982
Andhra Pradesh,2020,Q1,6318396,14169104764,Prakasam,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408,15.619484313232686,79.83527668111408
Andhra Pradesh,2020,Q1,6031255,14059924636,Ysr,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664,14.488192069373184,78.73061584852664
Andhra Pradesh,2020,Q2,25300401,48293889917,Visakhapatnam,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982,17.743274624393557,82.8802133238982
Andhra Pradesh,2020,Q2,14848197,27361300300,Chittoor,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912,13.440722754333965,79.02495158966912
Andhra Pradesh,2020,Q2,13130334,26319906327,East Godavari,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082,17.007274193510366,82.00256259902082
Andhra Pradesh,2020,Q2,12313709,26964149095,Krishna,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132,16.56692968628252,80.8377788738132
Andhra Pradesh,2020,Q2,12308707,27463593607,Guntur,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116,16.272607599659338,80.28230626291116
Andhra Pradesh,2020,Q2,10473739,22094006659,Anantapur,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705,14.499328151454643,77.60205694570705
