state,year,quarter,count,amount,pincode
Telangana,2018,Q4,461691,724904812,500018
Telangana,2018,Q4,435799,429765587,500060
Telangana,2018,Q4,421393,595977795,500039
Telangana,2018,Q4,369821,469133418,500029
Telangana,2019,Q1,9957548,15399177052,500012
Telangana,2019,Q1,1975646,2764091746,500072
Telangana,2019,Q1,1697552,1317844518,500038
Telangana,2019,Q1,1677796,1995814301,500081
Telangana,2019,Q1,1636032,1881682005,500032
Telangana,2019,Q1,1529944,2182261089,500018
Telangana,2019,Q1,1404149,1499878318,500016
Telangana,2019,Q1,903371,1095746358,500039
Telangana,2019,Q1,883497,1292058131,500033
Telangana,2019,Q1,780372,720324989,500060
Telangana,2019,Q2,23303184,42709920754,500012
Telangana,2019,Q2,3085949,5218807825,500018
Telangana,2019,Q2,2526725,3574015970,500072
Telangana,2019,Q2,1894273,2386307157,500081
Telangana,2019,Q2,1869936,1544355295,500038
Telangana,2019,Q2,1780144,2227980757,500032
Telangana,2019,Q2,1642976,2049603261,500016
Telangana,2019,Q2,1496961,2720759059,500050
Telangana,2019,Q2,1480944,2546418815,500033
Telangana,2019,Q2,1040262,1977428087,500079
Telangana,2019,Q3,27360144,55516914964,500012
Telangana,2019,Q3,3915249,6863094038,500018
Telangana,2019,Q3,3798329,4740576706,500072
Telangana,2019,Q3,2753426,3168448499,500081
Telangana,2019,Q3,2629557,2029388681,500038
Telangana,2019,Q3,2606169,2945721385,500032
Telangana,2019,Q3,2385216,2712147334,500016
Telangana,2019,Q3,1967878,3306557806,500033
Telangana,2019,Q3,1855269,3468735908,500050
Telangana,2019,Q3,1536671,1936873014,500039
Telangana,2019,Q4,32637373,67244225971,500012
Telangana,2019,Q4,6103514,11566891431,500001
Telangana,2019,Q4,4915329,6225556780,500072
Telangana,2019,Q4,4851385,8542375022,500018
Telangana,2019,Q4,3658793,4133640908,500081
Telangana,2019,Q4,3474419,3828190545,500032
Telangana,2019,Q4,3153300,2536028435,500038
Telangana,2019,Q4,2939579,3384960921,500016
Telangana,2019,Q4,2459039,4111941460,500033
Telangana,2019,Q4,2339941,4437344455,500050
Telangana,2020,Q1,63671159,139394865595,500001
Telangana,2020,Q1,5283290,7251265300,500072
Telangana,2020,Q1,4030937,4658668731,500081
Telangana,2020,Q1,3884043,4343247128,500032
Telangana,2020,Q1,3044785,2780437455,500038
Telangana,2020,Q1,2821233,3306303138,500016
Telangana,2020,Q1,2528782,3581249603,500018
Telangana,2020,Q1,2180737,3101743455,500039
Telangana,2020,Q1,2177275,4647570989,506002
Telangana,2020,Q1,1849558,3987730977,505001
Telangana,2020,Q2,39752686,101961882246,500001
Telangana,2020,Q2,2779331,4714390213,500072
Telangana,2020,Q2,2722371,6397270660,506002
Telangana,2020,Q2,1896744,3081395010,500018
Telangana,2020,Q2,1461977,3340696162,505001
Telangana,2020,Q2,1423767,2242259968,500039
Telangana,2020,Q2,1408700,2447858964,500055
Telangana,2020,Q2,1403379,2230607212,500037
Telangana,2020,Q2,1205120,2154217533,502032
Telangana,2020,Q2,1125474,2262226438,500070
Telangana,2020,Q3,70732132,177532009421,500001
Telangana,2020,Q3,4818327,7901366588,500072
Telangana,2020,Q3,3646086,6746066279,500018
Telangana,2020,Q3,2336855,3855753536,500039
Telangana,2020,Q3,2240862,3983341841,500055
Telangana,2020,Q3,2235829,5204420874,505001
Telangana,2020,Q3,2158500,3554512862,500037
Telangana,2020,Q3,2014542,4086431822,500070
Telangana,2020,Q3,1859437,4359145060,506002
Telangana,2020,Q3,1838354,3319367371,502032
Telangana,2020,Q4,63797806,154104662898,500001
Telangana,2020,Q4,9070883,13937755536,500072
Telangana,2020,Q4,5643815,9675318583,500018
Telangana,2020,Q4,3991810,6396528382,500039
Telangana,2020,Q4,3765251,6495264678,500055
Telangana,2020,Q4,3684087,8231302076,505001
Telangana,2020,Q4,3671481,4383805035,500081
Telangana,2020,Q4,3576713,5064748267,500016
Telangana,2020,Q4,3576367,6881582556,500070
Telangana,2020,Q4,3473445,5673537692,500037
Telangana,2021,Q1,107274281,218270126529,500001
Telangana,2021,Q1,10520264,15264391308,500072
Telangana,2021,Q1,7159503,11598274057,500018
Telangana,2021,Q1,4728444,5317903334,500081
Telangana,2021,Q1,4385582,5762427603,500016
Telangana,2021,Q1,4354127,6819509471,500039
Telangana,2021,Q1,4029164,6832605636,500055
Telangana,2021,Q1,3830885,8431766336,505001
Telangana,2021,Q1,3830061,4315546333,500038
Telangana,2021,Q1,3797889,7344286754,500070
Telangana,2021,Q2,148864777,315432046413,500001
Telangana,2021,Q2,10572910,17216422936,500072
Telangana,2021,Q2,8266463,14460490857,500018
Telangana,2021,Q2,4647957,8385875879,500055
Telangana,2021,Q2,4555479,7931116247,500039
Telangana,2021,Q2,4419442,10840946405,505001
Telangana,2021,Q2,4123183,6944198147,500037
Telangana,2021,Q2,4116658,6762954140,500008
Telangana,2021,Q2,4072408,8630289664,500070
Telangana,2021,Q2,3806010,7090541212,502032
Telangana,2021,Q3,173430239,335290201877,500001
Telangana,2021,Q3,14524540,22628539273,500072
Telangana,2021,Q3,10182801,16594187696,500018
Telangana,2021,Q3,6212786,10059415278,500039
Telangana,2021,Q3,6087796,10446727300,500055
Telangana,2021,Q3,6083021,7513924136,500081
Telangana,2021,Q3,5829460,12962267281,505001
Telangana,2021,Q3,5677699,7949955022,500016
Telangana,2021,Q3,5643156,8713052726,500008
Telangana,2021,Q3,5569105,10825632646,500070
Telangana,2021,Q4,213053128,398798138080,500001
Telangana,2021,Q4,18702806,29184043437,500072
Telangana,2021,Q4,12702463,20697709558,500018
Telangana,2021,Q4,8541538,10628519362,500081
Telangana,2021,Q4,7623882,10444173793,500016
Telangana,2021,Q4,7572515,12576999877,500039
Telangana,2021,Q4,7434595,12863780360,500055
Telangana,2021,Q4,7132666,16100604693,505001
Telangana,2021,Q4,7087086,11035893878,500008
Telangana,2021,Q4,6635068,13246403511,500070
Telangana,2022,Q1,248675599,460948755722,500001
Telangana,2022,Q1,20739218,32326218070,500072
Telangana,2022,Q1,12828306,20721253232,500018
Telangana,2022,Q1,9614248,11962556111,500081
Telangana,2022,Q1,8602268,14279519227,500039
Telangana,2022,Q1,8477965,14589584095,500055
Telangana,2022,Q1,8162246,12680603631,500008
Telangana,2022,Q1,8148392,11175639127,500016
Telangana,2022,Q1,7982445,17776895373,505001
Telangana,2022,Q1,7613988,9361896540,500032
Telangana,2022,Q2,296874552,536659038240,500001
Telangana,2022,Q2,25963855,40013861888,500072
Telangana,2022,Q2,14981608,23798515806,500018
Telangana,2022,Q2,14210122,17646870493,500081
Telangana,2022,Q2,11485072,14002673625,500032
Telangana,2022,Q2,10467649,17017841476,500039
Telangana,2022,Q2,9992848,13620769782,500016
Telangana,2022,Q2,9980355,17123640652,500055
Telangana,2022,Q2,9947148,15389385446,500008
Telangana,2022,Q2,9545797,21195096467,505001
Telangana,2022,Q3,832279716,1276247184385,500034
Telangana,2022,Q3,41594312,81023115302,500001
Telangana,2022,Q3,26582641,41355794769,500072
Telangana,2022,Q3,15668872,19358870686,500081
Telangana,2022,Q3,13715084,16599965684,500032
Telangana,2022,Q3,12533622,19328612477,500018
Telangana,2022,Q3,10711855,17344732558,500039
Telangana,2022,Q3,10565808,15897911040,500008
Telangana,2022,Q3,10308750,13959659026,500016
Telangana,2022,Q3,10192110,17212329189,500055
Telangana,2022,Q4,967508435,1501499856273,500034
Telangana,2022,Q4,29837348,43828768614,500072
Telangana,2022,Q4,18200179,21837343269,500081
Telangana,2022,Q4,16676568,19489851410,500032
Telangana,2022,Q4,13680565,20005071132,500018
Telangana,2022,Q4,12242795,17462290141,500008
Telangana,2022,Q4,11783216,18218140319,500039
Telangana,2022,Q4,11652977,14952156779,500016
Telangana,2022,Q4,11229616,18331355623,500055
Telangana,2022,Q4,10568166,21675484993,505001
Telangana,2023,Q1,48884911,69139644856,500072
Telangana,2023,Q1,31374325,36780272643,500081
Telangana,2023,Q1,28718299,32875192612,500032
Telangana,2023,Q1,23264959,32489643589,500018
Telangana,2023,Q1,21135167,28955953733,500008
Telangana,2023,Q1,20088858,29359185204,500039
Telangana,2023,Q1,19030473,29518100880,500055
Telangana,2023,Q1,18996218,23577883727,500016
Telangana,2023,Q1,17936827,27693805903,502032
Telangana,2023,Q1,17271081,23051618990,500084
Telangana,2023,Q2,58118143,80065833852,500072
Telangana,2023,Q2,37375003,43237645304,500081
Telangana,2023,Q2,34638820,39216208745,500032
Telangana,2023,Q2,26974616,36911053709,500018
Telangana,2023,Q2,24704808,33642085739,500008
Telangana,2023,Q2,23227026,33350688487,500039
Telangana,2023,Q2,22094402,33386278447,500055
Telangana,2023,Q2,21911459,26760357450,500016
Telangana,2023,Q2,21399556,32342447532,502032
Telangana,2023,Q2,20654221,27099190078,500084
Telangana,2023,Q3,65847402,88142226984,500072
Telangana,2023,Q3,41403377,46841816235,500081
Telangana,2023,Q3,37909563,43121138159,500032
Telangana,2023,Q3,30882560,40541227014,500018
Telangana,2023,Q3,28559409,36972015044,500008
Telangana,2023,Q3,26900821,36989604226,500039
Telangana,2023,Q3,25760668,36840471503,500055
Telangana,2023,Q3,25148408,36350943207,502032
Telangana,2023,Q3,25013547,29386177360,500016
Telangana,2023,Q3,23767932,30512429496,500084
Telangana,2023,Q4,69292728,91284974730,500072
Telangana,2023,Q4,41757627,48496303521,500081
Telangana,2023,Q4,38490289,44458212241,500032
Telangana,2023,Q4,32759968,42664873833,500018
Telangana,2023,Q4,30116914,38875175816,500008
Telangana,2023,Q4,28213220,38686182133,500039
Telangana,2023,Q4,27324281,39050221221,500055
Telangana,2023,Q4,27026112,38332535794,502032
Telangana,2023,Q4,25300957,30063323195,500016
Telangana,2023,Q4,24337344,31436163548,500084
Telangana,2024,Q1,69094126,88039295927,500072
Telangana,2024,Q1,43128414,49113797461,500081
Telangana,2024,Q1,40014033,45087861514,500032
Telangana,2024,Q1,33877685,42456594918,500018
Telangana,2024,Q1,31552259,39196640523,500008
Telangana,2024,Q1,29930403,38844364155,500039
Telangana,2024,Q1,28882940,39056363110,502032
Telangana,2024,Q1,28749912,38861937117,500055
Telangana,2024,Q1,25342507,29097883007,500016
Telangana,2024,Q1,24960075,31360841787,500084
Tripura,2018,Q1,9535,11029713,799001
Tripura,2018,Q1,8115,4481185,799046
Tripura,2018,Q1,7721,6889318,799003
Tripura,2018,Q1,7519,5383748,799155
Tripura,2018,Q1,6060,6393590,799002
Tripura,2018,Q1,4945,3958909,799004
Tripura,2018,Q1,4835,6148718,799006
Tripura,2018,Q1,4641,4240873,799007
Tripura,2018,Q1,4527,3312163,799045
Tripura,2018,Q1,4215,3628475,799102
Tripura,2018,Q2,16193,22630189,799001
Tripura,2018,Q2,13267,13893727,799003
Tripura,2018,Q2,9434,13824656,799002
Tripura,2018,Q2,9406,4432799,799046
Tripura,2018,Q2,8945,5474306,799155
Tripura,2018,Q2,7847,8291791,799007
Tripura,2018,Q2,7759,10227642,799006
Tripura,2018,Q2,7715,7630447,799004
Tripura,2018,Q2,7218,6651788,799045
Tripura,2018,Q2,6211,6659764,799102
Tripura,2018,Q3,26677,41554796,799001
Tripura,2018,Q3,22775,13878380,799155
Tripura,2018,Q3,20863,26521165,799003
Tripura,2018,Q3,15957,15259828,799004
Tripura,2018,Q3,13549,21727933,799002
Tripura,2018,Q3,13085,14738361,799007
Tripura,2018,Q3,11029,5890832,799125
Tripura,2018,Q3,10737,18576688,799006
Tripura,2018,Q3,10730,11264413,799045
Tripura,2018,Q3,10474,6636278,799277
Tripura,2018,Q4,30211,53358135,799001
Tripura,2018,Q4,24129,33130054,799003
Tripura,2018,Q4,16984,15044604,799004
Tripura,2018,Q4,16216,16016227,799155
Tripura,2018,Q4,15450,31283607,799002
Tripura,2018,Q4,15124,6515322,799115
Tripura,2018,Q4,13392,19340901,799007
Tripura,2018,Q4,13186,24013906,799102
Tripura,2018,Q4,12843,27058449,799006
Tripura,2018,Q4,12739,17731538,799114
Tripura,2019,Q1,37656,58808386,799001
Tripura,2019,Q1,32057,22042038,799045
Tripura,2019,Q1,30432,34298575,799003
Tripura,2019,Q1,29193,18324221,799046
Tripura,2019,Q1,20066,15448784,799155
Tripura,2019,Q1,18906,33534058,799002
Tripura,2019,Q1,17707,34357490,799006
Tripura,2019,Q1,17392,28991024,799102
Tripura,2019,Q1,16687,21899544,799114
Tripura,2019,Q1,16021,9117566,799105
Tripura,2019,Q2,37761,70792093,799001
Tripura,2019,Q2,30319,21458238,799045
Tripura,2019,Q2,29082,40602059,799003
Tripura,2019,Q2,23046,43809528,799002
Tripura,2019,Q2,19204,10921338,799046
Tripura,2019,Q2,18093,35941960,799006
Tripura,2019,Q2,16468,22532424,799155
Tripura,2019,Q2,16037,30417659,799102
Tripura,2019,Q2,15295,19554348,799004
Tripura,2019,Q2,14847,26757331,799114
Tripura,2019,Q3,51438,93380569,799001
Tripura,2019,Q3,39334,29298594,799045
Tripura,2019,Q3,39244,53780117,799003
Tripura,2019,Q3,29219,15207739,799046
Tripura,2019,Q3,28057,3238309,799130
Tripura,2019,Q3,26328,50162441,799002
Tripura,2019,Q3,24908,36342978,799102
Tripura,2019,Q3,23880,42917645,799006
Tripura,2019,Q3,20776,30346722,799114
Tripura,2019,Q3,19818,26236206,799004
Tripura,2019,Q4,59817,116307801,799001
Tripura,2019,Q4,45821,35598657,799045
Tripura,2019,Q4,42568,61220263,799003
Tripura,2019,Q4,33256,61939778,799002
Tripura,2019,Q4,31323,13628181,799046
Tripura,2019,Q4,27159,49275861,799006
Tripura,2019,Q4,25221,41391803,799114
Tripura,2019,Q4,24449,40151522,799102
Tripura,2019,Q4,23382,28838355,799004
Tripura,2019,Q4,19531,31168699,799007
Tripura,2020,Q1,87118,229108279,799001
Tripura,2020,Q1,54606,46338875,799045
Tripura,2020,Q1,45792,72550846,799003
Tripura,2020,Q1,38687,84034432,799002
Tripura,2020,Q1,37709,23786160,799046
Tripura,2020,Q1,31839,54089101,799006
Tripura,2020,Q1,27466,49153186,799102
Tripura,2020,Q1,26389,51799357,799114
Tripura,2020,Q1,23837,37342590,799004
Tripura,2020,Q1,21313,36370038,799007
Tripura,2020,Q2,86161,231777951,799001
Tripura,2020,Q2,49958,73583848,799003
Tripura,2020,Q2,37405,75110381,799002
Tripura,2020,Q2,35153,60239811,799006
Tripura,2020,Q2,34738,53712524,799102
Tripura,2020,Q2,28839,37829268,799004
Tripura,2020,Q2,28177,46398057,799114
Tripura,2020,Q2,24496,40208843,799155
Tripura,2020,Q2,23969,37261173,799205
Tripura,2020,Q2,23094,40747758,799007
Tripura,2020,Q3,96924,210455496,799001
Tripura,2020,Q3,65038,109358598,799003
Tripura,2020,Q3,45446,78785790,799006
Tripura,2020,Q3,45289,91839429,799102
Tripura,2020,Q3,37844,71003467,799114
Tripura,2020,Q3,37641,64303225,799002
Tripura,2020,Q3,36340,54457731,799004
Tripura,2020,Q3,34436,58279661,799007
Tripura,2020,Q3,33249,56454838,799155
Tripura,2020,Q3,29882,54323214,799144
Tripura,2020,Q4,141329,295115359,799001
Tripura,2020,Q4,82681,147151146,799003
Tripura,2020,Q4,61696,108145630,799006
Tripura,2020,Q4,55560,100535797,799002
Tripura,2020,Q4,52786,111685943,799102
Tripura,2020,Q4,47263,92896210,799114
Tripura,2020,Q4,46192,84813177,799007
Tripura,2020,Q4,43651,71000220,799004
Tripura,2020,Q4,38763,70106158,799155
Tripura,2020,Q4,36082,72546534,799144
Tripura,2021,Q1,164426,351838459,799001
Tripura,2021,Q1,78218,150843150,799003
Tripura,2021,Q1,59597,112591803,799006
Tripura,2021,Q1,51373,102124507,799002
Tripura,2021,Q1,44866,119821045,799102
Tripura,2021,Q1,43503,84124781,799007
Tripura,2021,Q1,40132,92541940,799114
Tripura,2021,Q1,39713,72262565,799004
Tripura,2021,Q1,32288,62794570,799014
Tripura,2021,Q1,31567,63515189,799250
Tripura,2021,Q2,180337,373392994,799001
Tripura,2021,Q2,90822,155529445,799003
Tripura,2021,Q2,65418,113783445,799006
Tripura,2021,Q2,57605,107430080,799002
Tripura,2021,Q2,51180,115247617,799102
Tripura,2021,Q2,48536,88158651,799007
Tripura,2021,Q2,47039,81810219,799004
Tripura,2021,Q2,46849,96199743,799114
Tripura,2021,Q2,37122,74144287,799250
Tripura,2021,Q2,35330,68704764,799155
Tripura,2021,Q3,239712,491293307,799001
Tripura,2021,Q3,106992,191426035,799003
Tripura,2021,Q3,81643,144075502,799006
Tripura,2021,Q3,70618,133797947,799002
Tripura,2021,Q3,62055,136672967,799102
Tripura,2021,Q3,58347,114150703,799007
Tripura,2021,Q3,54930,99569788,799004
Tripura,2021,Q3,53892,123731311,799114
Tripura,2021,Q3,46394,101244270,799250
Tripura,2021,Q3,42780,80557687,799014
Tripura,2021,Q4,295775,586031411,799001
Tripura,2021,Q4,131927,254466503,799003
Tripura,2021,Q4,96497,171670600,799006
Tripura,2021,Q4,86597,156698917,799002
Tripura,2021,Q4,71034,166663716,799102
Tripura,2021,Q4,70960,139950429,799007
Tripura,2021,Q4,64040,145294915,799114
Tripura,2021,Q4,60088,123338690,799004
Tripura,2021,Q4,57697,138474164,799250
Tripura,2021,Q4,54415,90474426,799005
Tripura,2022,Q1,331041,646519724,799001
Tripura,2022,Q1,146078,273820222,799003
Tripura,2022,Q1,110660,198187734,799006
Tripura,2022,Q1,99326,184391648,799002
Tripura,2022,Q1,81097,156834509,799007
Tripura,2022,Q1,75836,176590209,799102
Tripura,2022,Q1,73949,166978873,799114
Tripura,2022,Q1,71594,163105645,799250
Tripura,2022,Q1,65225,131348141,799004
Tripura,2022,Q1,63965,100090144,799005
Tripura,2022,Q2,407651,759465139,799001
Tripura,2022,Q2,174182,313050332,799003
Tripura,2022,Q2,127250,215384605,799006
Tripura,2022,Q2,114792,204667703,799002
Tripura,2022,Q2,93306,145616980,799045
Tripura,2022,Q2,90692,168134583,799007
Tripura,2022,Q2,88619,198684750,799102
Tripura,2022,Q2,87313,196883972,799114
Tripura,2022,Q2,84082,182710246,799250
Tripura,2022,Q2,78379,119951133,799005
Tripura,2022,Q3,939704,1937548277,799001
Tripura,2022,Q3,187351,325824471,799003
Tripura,2022,Q3,144908,245071692,799006
Tripura,2022,Q3,122273,216718649,799002
Tripura,2022,Q3,104422,212784836,799114
Tripura,2022,Q3,103140,184210552,799007
Tripura,2022,Q3,96157,195274757,799250
Tripura,2022,Q3,92909,157560825,799045
Tripura,2022,Q3,92491,202188747,799102
Tripura,2022,Q3,84533,129672707,799005
Tripura,2022,Q4,1547249,3286195023,799001
Tripura,2022,Q4,203913,346744483,799003
Tripura,2022,Q4,155304,262180183,799006
Tripura,2022,Q4,130048,228832816,799002
Tripura,2022,Q4,123078,278812213,799277
Tripura,2022,Q4,110395,193352299,799007
Tripura,2022,Q4,109016,211430536,799250
Tripura,2022,Q4,108589,175091180,799045
Tripura,2022,Q4,102682,198722297,799114
Tripura,2022,Q4,98570,206592406,799102
Tripura,2023,Q1,556403,970341648,799001
Tripura,2023,Q1,377791,611687294,799003
Tripura,2023,Q1,271648,433804132,799006
Tripura,2023,Q1,215423,355559463,799002
Tripura,2023,Q1,211666,316003121,799045
Tripura,2023,Q1,201161,365656037,799250
Tripura,2023,Q1,186758,366117087,799102
Tripura,2023,Q1,182237,347592464,799114
Tripura,2023,Q1,181490,304711788,799007
Tripura,2023,Q1,156363,278211862,799260
Tripura,2023,Q2,652112,1107454735,799001
Tripura,2023,Q2,422391,657830777,799003
Tripura,2023,Q2,311834,464541144,799006
Tripura,2023,Q2,249273,417920650,799002
Tripura,2023,Q2,241305,410806809,799250
Tripura,2023,Q2,209282,306128194,799045
Tripura,2023,Q2,207324,353556509,799007
Tripura,2023,Q2,200819,354514516,799114
Tripura,2023,Q2,198279,388761300,799102
Tripura,2023,Q2,180805,308295328,799260
Tripura,2023,Q3,772124,1213222644,799001
Tripura,2023,Q3,504365,718859877,799003
Tripura,2023,Q3,367059,512026692,799006
Tripura,2023,Q3,297508,457189322,799002
Tripura,2023,Q3,287841,468296854,799250
Tripura,2023,Q3,250458,353557648,799045
Tripura,2023,Q3,239466,372047429,799007
Tripura,2023,Q3,228092,396588874,799114
Tripura,2023,Q3,222987,418890917,799102
Tripura,2023,Q3,216599,288201187,799005
Tripura,2023,Q4,880207,1394416176,799001
Tripura,2023,Q4,549677,801322699,799003
Tripura,2023,Q4,403755,577436419,799006
Tripura,2023,Q4,328298,517171614,799250
Tripura,2023,Q4,326317,495494568,799002
Tripura,2023,Q4,271691,386399365,799045
Tripura,2023,Q4,261645,453740099,799114
Tripura,2023,Q4,261206,395854361,799007
Tripura,2023,Q4,239573,399055969,799260
Tripura,2023,Q4,239380,444999791,799102
Tripura,2024,Q1,878573,1354481798,799001
Tripura,2024,Q1,596673,842550662,799003
Tripura,2024,Q1,428932,588378337,799006
Tripura,2024,Q1,363157,577202405,799250
Tripura,2024,Q1,329344,489976899,799002
Tripura,2024,Q1,309223,413078633,799045
Tripura,2024,Q1,279708,480604040,799114
Tripura,2024,Q1,272179,483326011,799102
Tripura,2024,Q1,271369,449428920,799260
Tripura,2024,Q1,265404,383295865,799007
Uttarakhand,2018,Q1,97382,90201594,263153
Uttarakhand,2018,Q1,89373,151056853,248001
Uttarakhand,2018,Q1,84761,114135232,247667
Uttarakhand,2018,Q1,64372,83829311,249403
Uttarakhand,2018,Q1,56578,67293204,263139
Uttarakhand,2018,Q1,41954,46438732,244713
Uttarakhand,2018,Q1,34139,43524840,248007
Uttarakhand,2018,Q1,29444,24621352,263148
Uttarakhand,2018,Q1,23069,15733801,262308
Uttarakhand,2018,Q1,22392,27641640,249205
Uttarakhand,2018,Q2,124628,261465699,248001
Uttarakhand,2018,Q2,122862,145063523,263153
Uttarakhand,2018,Q2,101106,177304303,247667
Uttarakhand,2018,Q2,86805,134656009,249403
Uttarakhand,2018,Q2,73076,120629942,263139
Uttarakhand,2018,Q2,56107,79928844,244713
Uttarakhand,2018,Q2,47627,81577284,248007
Uttarakhand,2018,Q2,36708,44040057,263148
Uttarakhand,2018,Q2,29920,50908110,249404
Uttarakhand,2018,Q2,28202,36267487,247663
Uttarakhand,2018,Q3,183820,224233979,263153
Uttarakhand,2018,Q3,158956,356760440,248001
Uttarakhand,2018,Q3,124339,232484536,247667
Uttarakhand,2018,Q3,120274,74363964,263145
Uttarakhand,2018,Q3,109385,182498465,249403
Uttarakhand,2018,Q3,86005,149727880,263139
Uttarakhand,2018,Q3,72088,127174045,244713
Uttarakhand,2018,Q3,59787,118593347,248007
Uttarakhand,2018,Q3,58934,70367905,263148
Uttarakhand,2018,Q3,43498,49878965,262308
Uttarakhand,2018,Q4,264519,332056289,263153
Uttarakhand,2018,Q4,228070,531252052,248001
Uttarakhand,2018,Q4,188152,282389949,249403
Uttarakhand,2018,Q4,172480,333078596,247667
Uttarakhand,2018,Q4,127656,239149003,263139
Uttarakhand,2018,Q4,103256,177882262,244713
Uttarakhand,2018,Q4,91720,177206887,248007
Uttarakhand,2018,Q4,71463,93219529,263148
Uttarakhand,2018,Q4,68440,59299289,263145
Uttarakhand,2018,Q4,65444,109331823,247663
Uttarakhand,2019,Q1,657220,469316163,263153
Uttarakhand,2019,Q1,436576,380263703,249403
Uttarakhand,2019,Q1,401304,766526622,248001
Uttarakhand,2019,Q1,258438,414424066,247667
Uttarakhand,2019,Q1,196891,287655293,263139
Uttarakhand,2019,Q1,192243,230235635,244713
Uttarakhand,2019,Q1,184728,99380937,263453
Uttarakhand,2019,Q1,163563,131758081,263148
Uttarakhand,2019,Q1,141086,60373512,262403
Uttarakhand,2019,Q1,135145,202736424,248007
Uttarakhand,2019,Q2,620613,1256102664,248001
Uttarakhand,2019,Q2,326088,421199215,263153
Uttarakhand,2019,Q2,290332,539348600,247667
Uttarakhand,2019,Q2,235916,360098393,249403
Uttarakhand,2019,Q2,190087,257515796,248007
Uttarakhand,2019,Q2,182828,334077367,263139
Uttarakhand,2019,Q2,123414,232629349,244713
Uttarakhand,2019,Q2,93449,109753782,248011
Uttarakhand,2019,Q2,87402,137273062,263148
Uttarakhand,2019,Q2,86399,132475659,247661
Uttarakhand,2019,Q3,767605,1540174244,248001
Uttarakhand,2019,Q3,417517,735593346,247667
Uttarakhand,2019,Q3,279515,320185424,248007
Uttarakhand,2019,Q3,276611,437951603,263153
Uttarakhand,2019,Q3,234449,386647801,249403
Uttarakhand,2019,Q3,224088,380462248,263139
Uttarakhand,2019,Q3,142259,253236589,244713
Uttarakhand,2019,Q3,118343,134431443,249402
Uttarakhand,2019,Q3,111154,183256404,248171
Uttarakhand,2019,Q3,109599,127911090,248011
Uttarakhand,2019,Q4,1059516,2100745455,248001
Uttarakhand,2019,Q4,537593,946481136,247667
Uttarakhand,2019,Q4,461764,424535745,248007
Uttarakhand,2019,Q4,315214,526190855,263153
Uttarakhand,2019,Q4,279153,514366549,263139
Uttarakhand,2019,Q4,268816,457848608,249403
Uttarakhand,2019,Q4,195689,171960468,248011
Uttarakhand,2019,Q4,182713,346605558,244713
Uttarakhand,2019,Q4,153580,220379870,248171
Uttarakhand,2019,Q4,142759,266341887,248008
Uttarakhand,2020,Q1,1786332,3988026320,248001
Uttarakhand,2020,Q1,456777,423121359,248007
Uttarakhand,2020,Q1,444610,1023868589,248008
Uttarakhand,2020,Q1,440223,605930641,247667
Uttarakhand,2020,Q1,349982,585533642,263153
Uttarakhand,2020,Q1,340753,804445654,244713
Uttarakhand,2020,Q1,321532,544499522,263139
Uttarakhand,2020,Q1,304921,490263979,249403
Uttarakhand,2020,Q1,201227,179433417,248011
Uttarakhand,2020,Q1,175134,241486120,248171
Uttarakhand,2020,Q2,1605883,3891229543,248001
Uttarakhand,2020,Q2,471851,1052070469,244713
Uttarakhand,2020,Q2,341551,739275137,248008
Uttarakhand,2020,Q2,334232,557525377,263139
Uttarakhand,2020,Q2,288730,462912349,263153
Uttarakhand,2020,Q2,286375,430000238,249403
Uttarakhand,2020,Q2,284383,532105253,247667
Uttarakhand,2020,Q2,248918,310496366,248007
Uttarakhand,2020,Q2,143734,244257971,249404
Uttarakhand,2020,Q2,139008,243142831,247663
Uttarakhand,2020,Q3,2312196,5346194976,248001
Uttarakhand,2020,Q3,478339,891271820,263139
Uttarakhand,2020,Q3,429716,678299720,249403
Uttarakhand,2020,Q3,414830,821471037,247667
Uttarakhand,2020,Q3,413798,732403830,263153
Uttarakhand,2020,Q3,343417,480602256,248007
Uttarakhand,2020,Q3,313065,641068625,244713
Uttarakhand,2020,Q3,228148,376165491,248008
Uttarakhand,2020,Q3,193597,346831700,249404
Uttarakhand,2020,Q3,186840,316719419,248171
Uttarakhand,2020,Q4,2980891,6164829357,248001
Uttarakhand,2020,Q4,756093,1375128405,263139
Uttarakhand,2020,Q4,650610,1149217734,263153
Uttarakhand,2020,Q4,640410,1252973386,247667
Uttarakhand,2020,Q4,614781,963656332,249403
Uttarakhand,2020,Q4,591940,767723394,248007
Uttarakhand,2020,Q4,442021,926947642,244713
Uttarakhand,2020,Q4,357756,557105103,248008
Uttarakhand,2020,Q4,315983,501860164,248171
Uttarakhand,2020,Q4,283661,315081221,248011
Uttarakhand,2021,Q1,5324869,9536164963,248001
Uttarakhand,2021,Q1,898760,931471068,248007
Uttarakhand,2021,Q1,790377,1421817737,247667
Uttarakhand,2021,Q1,738439,1396588635,263139
Uttarakhand,2021,Q1,674116,1188275568,263153
Uttarakhand,2021,Q1,615179,994876424,249403
Uttarakhand,2021,Q1,491210,1036318146,244713
Uttarakhand,2021,Q1,423297,937644596,244715
Uttarakhand,2021,Q1,404106,377608495,248011
Uttarakhand,2021,Q1,375730,574786906,248008
Uttarakhand,2021,Q2,6526556,11435673950,248001
Uttarakhand,2021,Q2,839722,1498209768,263139
