state,year,quarter,count,amount,pincode
Andaman and Nicobar Islands,2018,Q1,1622,2769297,744101
Andaman and Nicobar Islands,2018,Q1,1223,2238041,744103
Andaman and Nicobar Islands,2018,Q1,969,3519059,744102
Andaman and Nicobar Islands,2018,Q1,685,1298560,744105
Andaman and Nicobar Islands,2018,Q1,340,1039715,744104
Andaman and Nicobar Islands,2018,Q1,302,556059,744107
Andaman and Nicobar Islands,2018,Q1,283,445739,744301
Andaman and Nicobar Islands,2018,Q1,269,333709,744112
Andaman and Nicobar Islands,2018,Q1,193,238914,744202
Andaman and Nicobar Islands,2018,Q1,168,547469,744302
Andaman and Nicobar Islands,2018,Q2,2701,6310089,744101
Andaman and Nicobar Islands,2018,Q2,1965,4752146,744103
Andaman and Nicobar Islands,2018,Q2,1525,5810267,744102
Andaman and Nicobar Islands,2018,Q2,997,2200332,744105
Andaman and Nicobar Islands,2018,Q2,767,1953749,744301
Andaman and Nicobar Islands,2018,Q2,659,1650346,744104
Andaman and Nicobar Islands,2018,Q2,594,1601569,744107
Andaman and Nicobar Islands,2018,Q2,432,578829,744112
Andaman and Nicobar Islands,2018,Q2,405,626523,744202
Andaman and Nicobar Islands,2018,Q2,291,1026590,744302
Andaman and Nicobar Islands,2018,Q3,3462,10833893,744101
Andaman and Nicobar Islands,2018,Q3,3182,10184154,744103
Andaman and Nicobar Islands,2018,Q3,2224,10365275,744102
Andaman and Nicobar Islands,2018,Q3,1613,5152534,744105
Andaman and Nicobar Islands,2018,Q3,1029,2588077,744104
Andaman and Nicobar Islands,2018,Q3,975,4256576,744301
Andaman and Nicobar Islands,2018,Q3,579,1145815,744112
Andaman and Nicobar Islands,2018,Q3,547,1492405,744107
Andaman and Nicobar Islands,2018,Q3,417,1976781,744302
Andaman and Nicobar Islands,2018,Q3,341,2099404,744202
Andaman and Nicobar Islands,2018,Q4,4674,16392855,744101
Andaman and Nicobar Islands,2018,Q4,4576,17022520,744103
Andaman and Nicobar Islands,2018,Q4,3306,17019977,744102
Andaman and Nicobar Islands,2018,Q4,2513,9935282,744105
Andaman and Nicobar Islands,2018,Q4,1432,6091757,744104
Andaman and Nicobar Islands,2018,Q4,1225,3451359,744211
Andaman and Nicobar Islands,2018,Q4,928,4606293,744301
Andaman and Nicobar Islands,2018,Q4,759,2208675,744112
Andaman and Nicobar Islands,2018,Q4,747,1825659,744107
Andaman and Nicobar Islands,2018,Q4,702,3797054,744202
Andaman and Nicobar Islands,2019,Q1,5742,19401964,744103
Andaman and Nicobar Islands,2019,Q1,5156,15501306,744101
Andaman and Nicobar Islands,2019,Q1,3925,16683547,744102
Andaman and Nicobar Islands,2019,Q1,3553,11588669,744105
Andaman and Nicobar Islands,2019,Q1,2833,9141657,744104
Andaman and Nicobar Islands,2019,Q1,1511,5794838,744211
Andaman and Nicobar Islands,2019,Q1,1112,3613381,744202
Andaman and Nicobar Islands,2019,Q1,1029,3592930,744107
Andaman and Nicobar Islands,2019,Q1,920,4652963,744301
Andaman and Nicobar Islands,2019,Q1,802,1893718,744112
Andaman and Nicobar Islands,2019,Q2,6142,15625676,744104
Andaman and Nicobar Islands,2019,Q2,5847,23751450,744103
Andaman and Nicobar Islands,2019,Q2,4863,19061125,744101
Andaman and Nicobar Islands,2019,Q2,4120,18948733,744102
Andaman and Nicobar Islands,2019,Q2,3500,13418692,744105
Andaman and Nicobar Islands,2019,Q2,1153,3619993,744202
Andaman and Nicobar Islands,2019,Q2,1124,2967445,744107
Andaman and Nicobar Islands,2019,Q2,1047,3168331,744211
Andaman and Nicobar Islands,2019,Q2,1007,4849284,744301
Andaman and Nicobar Islands,2019,Q2,763,2928099,744112
Andaman and Nicobar Islands,2019,Q3,5680,19906337,744103
Andaman and Nicobar Islands,2019,Q3,5606,18745152,744101
Andaman and Nicobar Islands,2019,Q3,4786,15754793,744104
Andaman and Nicobar Islands,2019,Q3,3643,14572605,744102
Andaman and Nicobar Islands,2019,Q3,3512,11767223,744105
Andaman and Nicobar Islands,2019,Q3,1417,3875602,744202
Andaman and Nicobar Islands,2019,Q3,1402,6195496,744301
Andaman and Nicobar Islands,2019,Q3,1118,2983697,744211
Andaman and Nicobar Islands,2019,Q3,914,1988299,744107
Andaman and Nicobar Islands,2019,Q3,833,2198831,744112
Andaman and Nicobar Islands,2019,Q4,6633,20626642,744104
Andaman and Nicobar Islands,2019,Q4,5282,23247752,744101
Andaman and Nicobar Islands,2019,Q4,4840,19792507,744103
Andaman and Nicobar Islands,2019,Q4,3528,15302141,744105
Andaman and Nicobar Islands,2019,Q4,3237,15350444,744102
Andaman and Nicobar Islands,2019,Q4,1783,5800016,744202
Andaman and Nicobar Islands,2019,Q4,1596,7908264,744211
Andaman and Nicobar Islands,2019,Q4,1549,7056478,744301
Andaman and Nicobar Islands,2019,Q4,886,946768,744201
Andaman and Nicobar Islands,2019,Q4,777,3030368,744107
Andaman and Nicobar Islands,2020,Q1,11793,58229349,744101
Andaman and Nicobar Islands,2020,Q1,5870,22009443,744103
Andaman and Nicobar Islands,2020,Q1,4635,16774043,744105
Andaman and Nicobar Islands,2020,Q1,3820,14517706,744102
Andaman and Nicobar Islands,2020,Q1,1837,8425387,744211
Andaman and Nicobar Islands,2020,Q1,1819,6901162,744301
Andaman and Nicobar Islands,2020,Q1,1794,5037742,744202
Andaman and Nicobar Islands,2020,Q1,1302,5293130,744104
Andaman and Nicobar Islands,2020,Q1,1157,1242638,744201
Andaman and Nicobar Islands,2020,Q1,1043,2990354,744107
Andaman and Nicobar Islands,2020,Q2,11868,48293323,744101
Andaman and Nicobar Islands,2020,Q2,10035,26197535,744103
Andaman and Nicobar Islands,2020,Q2,9341,23203019,744105
Andaman and Nicobar Islands,2020,Q2,6012,17786750,744102
Andaman and Nicobar Islands,2020,Q2,3722,8924121,744202
Andaman and Nicobar Islands,2020,Q2,2555,3980470,744107
Andaman and Nicobar Islands,2020,Q2,2275,9055232,744301
Andaman and Nicobar Islands,2020,Q2,2045,3319717,744211
Andaman and Nicobar Islands,2020,Q2,1847,4459064,744205
Andaman and Nicobar Islands,2020,Q2,1840,3334591,744104
Andaman and Nicobar Islands,2020,Q3,24386,100439119,744101
Andaman and Nicobar Islands,2020,Q3,21272,60332278,744103
Andaman and Nicobar Islands,2020,Q3,17166,44061506,744105
Andaman and Nicobar Islands,2020,Q3,13934,43077189,744102
Andaman and Nicobar Islands,2020,Q3,5779,11975748,744202
Andaman and Nicobar Islands,2020,Q3,4753,7628018,744107
Andaman and Nicobar Islands,2020,Q3,3468,7353834,744104
Andaman and Nicobar Islands,2020,Q3,3422,6067986,744112
Andaman and Nicobar Islands,2020,Q3,3071,13352610,744301
Andaman and Nicobar Islands,2020,Q3,2991,7535645,744205
Andaman and Nicobar Islands,2020,Q4,46884,138264791,744103
Andaman and Nicobar Islands,2020,Q4,40392,136401368,744101
Andaman and Nicobar Islands,2020,Q4,34410,87838226,744105
Andaman and Nicobar Islands,2020,Q4,26694,76348598,744102
Andaman and Nicobar Islands,2020,Q4,10949,25543799,744202
Andaman and Nicobar Islands,2020,Q4,9743,18083250,744107
Andaman and Nicobar Islands,2020,Q4,7654,19126095,744104
Andaman and Nicobar Islands,2020,Q4,7016,15890275,744112
Andaman and Nicobar Islands,2020,Q4,5118,12002695,744205
Andaman and Nicobar Islands,2020,Q4,5011,6777275,744201
Andaman and Nicobar Islands,2021,Q1,55726,190830957,744101
Andaman and Nicobar Islands,2021,Q1,47328,158404100,744103
Andaman and Nicobar Islands,2021,Q1,35467,111571687,744105
Andaman and Nicobar Islands,2021,Q1,23957,80750048,744102
Andaman and Nicobar Islands,2021,Q1,10648,34956327,744211
Andaman and Nicobar Islands,2021,Q1,10597,28127629,744202
Andaman and Nicobar Islands,2021,Q1,8848,19627951,744107
Andaman and Nicobar Islands,2021,Q1,8799,27854306,744104
Andaman and Nicobar Islands,2021,Q1,7113,21084790,744112
Andaman and Nicobar Islands,2021,Q1,5630,22671937,744301
Andaman and Nicobar Islands,2021,Q2,73334,227585492,744101
Andaman and Nicobar Islands,2021,Q2,66321,174752815,744103
Andaman and Nicobar Islands,2021,Q2,52645,134835744,744105
Andaman and Nicobar Islands,2021,Q2,34289,100890426,744102
Andaman and Nicobar Islands,2021,Q2,16476,40647907,744202
Andaman and Nicobar Islands,2021,Q2,14524,24690581,744107
Andaman and Nicobar Islands,2021,Q2,11278,28333852,744104
Andaman and Nicobar Islands,2021,Q2,10182,20377949,744211
Andaman and Nicobar Islands,2021,Q2,9635,21637658,744112
Andaman and Nicobar Islands,2021,Q2,8463,27666837,744301
Andaman and Nicobar Islands,2021,Q3,116324,388328168,744101
Andaman and Nicobar Islands,2021,Q3,84790,246433385,744103
Andaman and Nicobar Islands,2021,Q3,67257,185238368,744105
Andaman and Nicobar Islands,2021,Q3,43850,131239564,744102
Andaman and Nicobar Islands,2021,Q3,19088,48475163,744202
Andaman and Nicobar Islands,2021,Q3,16203,37962312,744107
Andaman and Nicobar Islands,2021,Q3,14657,35301326,744104
Andaman and Nicobar Islands,2021,Q3,11565,28491553,744112
Andaman and Nicobar Islands,2021,Q3,11553,43464511,744301
Andaman and Nicobar Islands,2021,Q3,9655,19497765,744211
Andaman and Nicobar Islands,2021,Q4,165719,533026207,744101
Andaman and Nicobar Islands,2021,Q4,121613,372243734,744103
Andaman and Nicobar Islands,2021,Q4,95028,281223411,744105
Andaman and Nicobar Islands,2021,Q4,58258,174623253,744102
Andaman and Nicobar Islands,2021,Q4,27938,94222862,744211
Andaman and Nicobar Islands,2021,Q4,25662,69245386,744104
Andaman and Nicobar Islands,2021,Q4,21913,67790798,744202
Andaman and Nicobar Islands,2021,Q4,21397,52036029,744107
Andaman and Nicobar Islands,2021,Q4,18915,55448543,744112
Andaman and Nicobar Islands,2021,Q4,14553,47792330,744301
Andaman and Nicobar Islands,2022,Q1,209941,615978080,744101
Andaman and Nicobar Islands,2022,Q1,157230,399715980,744103
Andaman and Nicobar Islands,2022,Q1,122716,321850608,744105
Andaman and Nicobar Islands,2022,Q1,74883,193336549,744102
Andaman and Nicobar Islands,2022,Q1,32471,72915521,744104
Andaman and Nicobar Islands,2022,Q1,30272,86955570,744211
Andaman and Nicobar Islands,2022,Q1,25379,58776727,744107
Andaman and Nicobar Islands,2022,Q1,24022,68519268,744202
Andaman and Nicobar Islands,2022,Q1,23471,55469783,744112
Andaman and Nicobar Islands,2022,Q1,17630,56879992,744301
Andaman and Nicobar Islands,2022,Q2,252722,702122365,744101
Andaman and Nicobar Islands,2022,Q2,230746,561168775,744103
Andaman and Nicobar Islands,2022,Q2,176252,415796516,744105
Andaman and Nicobar Islands,2022,Q2,101551,240451609,744102
Andaman and Nicobar Islands,2022,Q2,47069,94335358,744104
Andaman and Nicobar Islands,2022,Q2,40245,108788594,744211
Andaman and Nicobar Islands,2022,Q2,36402,82851064,744107
Andaman and Nicobar Islands,2022,Q2,32548,70178309,744112
Andaman and Nicobar Islands,2022,Q2,27750,84587978,744202
Andaman and Nicobar Islands,2022,Q2,26170,74485462,744301
Andaman and Nicobar Islands,2022,Q3,497273,951370315,744104
Andaman and Nicobar Islands,2022,Q3,259994,545653686,744103
Andaman and Nicobar Islands,2022,Q3,213864,444967255,744101
Andaman and Nicobar Islands,2022,Q3,208055,438754611,744105
Andaman and Nicobar Islands,2022,Q3,114416,239581586,744102
Andaman and Nicobar Islands,2022,Q3,40466,85492008,744107
Andaman and Nicobar Islands,2022,Q3,38350,74030563,744112
Andaman and Nicobar Islands,2022,Q3,37918,89671382,744211
Andaman and Nicobar Islands,2022,Q3,29918,85509005,744202
Andaman and Nicobar Islands,2022,Q3,27668,70002553,744301
Andaman and Nicobar Islands,2022,Q4,684366,1309407988,744104
Andaman and Nicobar Islands,2022,Q4,304600,612929267,744103
Andaman and Nicobar Islands,2022,Q4,258097,505662756,744105
Andaman and Nicobar Islands,2022,Q4,243494,467192496,744101
Andaman and Nicobar Islands,2022,Q4,134923,264371699,744102
Andaman and Nicobar Islands,2022,Q4,56491,137253267,744211
Andaman and Nicobar Islands,2022,Q4,54192,104539818,744107
Andaman and Nicobar Islands,2022,Q4,46364,82461782,744112
Andaman and Nicobar Islands,2022,Q4,34689,94217164,744202
Andaman and Nicobar Islands,2022,Q4,33669,82466591,744301
Andaman and Nicobar Islands,2023,Q1,503053,969594706,744103
Andaman and Nicobar Islands,2023,Q1,418090,774570559,744105
Andaman and Nicobar Islands,2023,Q1,403456,749508057,744101
Andaman and Nicobar Islands,2023,Q1,222855,427240840,744102
Andaman and Nicobar Islands,2023,Q1,118286,201531285,744104
Andaman and Nicobar Islands,2023,Q1,107424,263885620,744211
Andaman and Nicobar Islands,2023,Q1,92715,168098531,744107
Andaman and Nicobar Islands,2023,Q1,76246,131598911,744112
Andaman and Nicobar Islands,2023,Q1,59440,165959850,744202
Andaman and Nicobar Islands,2023,Q1,55605,111713635,744301
Andaman and Nicobar Islands,2023,Q2,597774,1119274409,744103
Andaman and Nicobar Islands,2023,Q2,507585,916209551,744105
Andaman and Nicobar Islands,2023,Q2,486154,824857096,744101
Andaman and Nicobar Islands,2023,Q2,269165,458977445,744102
Andaman and Nicobar Islands,2023,Q2,134785,205244167,744104
Andaman and Nicobar Islands,2023,Q2,114795,194986633,744107
Andaman and Nicobar Islands,2023,Q2,106510,222510323,744211
Andaman and Nicobar Islands,2023,Q2,89784,147571191,744112
Andaman and Nicobar Islands,2023,Q2,72315,211302035,744202
Andaman and Nicobar Islands,2023,Q2,63841,134197959,744301
Andaman and Nicobar Islands,2023,Q3,697625,1158992204,744103
Andaman and Nicobar Islands,2023,Q3,594280,962825308,744105
Andaman and Nicobar Islands,2023,Q3,561910,880223225,744101
Andaman and Nicobar Islands,2023,Q3,301979,500512890,744102
Andaman and Nicobar Islands,2023,Q3,144283,201467258,744104
Andaman and Nicobar Islands,2023,Q3,126430,192271794,744107
Andaman and Nicobar Islands,2023,Q3,122188,205773942,744211
Andaman and Nicobar Islands,2023,Q3,102093,142609621,744112
Andaman and Nicobar Islands,2023,Q3,81233,229651761,744202
Andaman and Nicobar Islands,2023,Q3,72307,142757567,744301
Andaman and Nicobar Islands,2023,Q4,817988,1376084403,744103
Andaman and Nicobar Islands,2023,Q4,687868,1111327351,744105
Andaman and Nicobar Islands,2023,Q4,665217,1030639279,744101
Andaman and Nicobar Islands,2023,Q4,343773,550517935,744102
Andaman and Nicobar Islands,2023,Q4,208914,434254474,744211
Andaman and Nicobar Islands,2023,Q4,180753,276651786,744104
Andaman and Nicobar Islands,2023,Q4,150575,215238085,744107
Andaman and Nicobar Islands,2023,Q4,121589,178498997,744112
Andaman and Nicobar Islands,2023,Q4,92294,197278662,744301
Andaman and Nicobar Islands,2023,Q4,91113,233493969,744202
Andaman and Nicobar Islands,2024,Q1,915265,1466185445,744103
Andaman and Nicobar Islands,2024,Q1,788690,1238176536,744105
Andaman and Nicobar Islands,2024,Q1,729163,1111938725,744101
Andaman and Nicobar Islands,2024,Q1,410733,635568629,744102
Andaman and Nicobar Islands,2024,Q1,242702,502855645,744211
Andaman and Nicobar Islands,2024,Q1,198252,287097896,744104
Andaman and Nicobar Islands,2024,Q1,175286,238542584,744107
Andaman and Nicobar Islands,2024,Q1,136050,198931121,744112
Andaman and Nicobar Islands,2024,Q1,110787,274596943,744202
Andaman and Nicobar Islands,2024,Q1,96150,182352308,744301
Andhra Pradesh,2018,Q1,110496,163487278,517501
Andhra Pradesh,2018,Q1,96883,170605900,520001
Andhra Pradesh,2018,Q1,92754,133522310,515001
Andhra Pradesh,2018,Q1,88132,127450018,517507
Andhra Pradesh,2018,Q1,84644,131194265,516001
Andhra Pradesh,2018,Q1,82421,68040306,518502
Andhra Pradesh,2018,Q1,81891,140880970,530016
Andhra Pradesh,2018,Q1,69581,119009921,520010
Andhra Pradesh,2018,Q1,68340,101612118,516360
Andhra Pradesh,2018,Q1,68193,81006512,518501
Andhra Pradesh,2018,Q2,165506,305629373,517501
Andhra Pradesh,2018,Q2,140893,127814123,518502
Andhra Pradesh,2018,Q2,129798,285924993,515001
Andhra Pradesh,2018,Q2,127731,243405277,517507
Andhra Pradesh,2018,Q2,123176,271911611,520001
Andhra Pradesh,2018,Q2,114806,242175477,516001
Andhra Pradesh,2018,Q2,111874,235770318,530016
Andhra Pradesh,2018,Q2,100630,220730389,520010
Andhra Pradesh,2018,Q2,96619,197068813,516360
Andhra Pradesh,2018,Q2,93442,163942778,518501
Andhra Pradesh,2018,Q3,1300146,709765829,518502
Andhra Pradesh,2018,Q3,421968,240766495,533437
Andhra Pradesh,2018,Q3,296154,291247918,518501
Andhra Pradesh,2018,Q3,295403,466133618,517501
Andhra Pradesh,2018,Q3,276595,438158383,515001
Andhra Pradesh,2018,Q3,234494,380410223,530016
Andhra Pradesh,2018,Q3,233347,386563858,517507
Andhra Pradesh,2018,Q3,220165,109844218,516259
Andhra Pradesh,2018,Q3,213275,291805923,520011
Andhra Pradesh,2018,Q3,206435,371140000,520001
Andhra Pradesh,2018,Q4,441662,332201263,518502
Andhra Pradesh,2018,Q4,423357,714887920,517501
Andhra Pradesh,2018,Q4,367619,575982481,530016
Andhra Pradesh,2018,Q4,355695,651952970,515001
Andhra Pradesh,2018,Q4,318300,594747982,517507
Andhra Pradesh,2018,Q4,277131,356075793,530003
Andhra Pradesh,2018,Q4,269798,572252390,516001
Andhra Pradesh,2018,Q4,250261,492229977,520010
Andhra Pradesh,2018,Q4,248725,326891428,530017
Andhra Pradesh,2018,Q4,248520,357423401,518501
Andhra Pradesh,2019,Q1,950821,1529039457,530001
Andhra Pradesh,2019,Q1,922416,1244725311,517501
Andhra Pradesh,2019,Q1,814616,1462807205,520001
Andhra Pradesh,2019,Q1,684611,960022481,530016
Andhra Pradesh,2019,Q1,671661,1009128524,517507
Andhra Pradesh,2019,Q1,609682,1009938283,515001
Andhra Pradesh,2019,Q1,545426,389782596,518502
Andhra Pradesh,2019,Q1,527667,590799502,530003
Andhra Pradesh,2019,Q1,472914,531596255,530017
Andhra Pradesh,2019,Q1,460133,774931063,520010
Andhra Pradesh,2019,Q2,2602865,5218795715,530001
Andhra Pradesh,2019,Q2,1828617,3823390190,520001
Andhra Pradesh,2019,Q2,949187,1669949938,517501
Andhra Pradesh,2019,Q2,839909,1759418775,522001
Andhra Pradesh,2019,Q2,793798,1257915825,530016
Andhra Pradesh,2019,Q2,760335,1412863012,517507
Andhra Pradesh,2019,Q2,567306,1282118916,515001
Andhra Pradesh,2019,Q2,520142,718170914,530003
Andhra Pradesh,2019,Q2,490697,973983824,520010
Andhra Pradesh,2019,Q2,480905,650710126,530017
Andhra Pradesh,2019,Q3,2944756,6693257653,530001
Andhra Pradesh,2019,Q3,1905190,4414503365,520001
Andhra Pradesh,2019,Q3,1434209,2203932856,517501
Andhra Pradesh,2019,Q3,1196020,1658162548,530016
Andhra Pradesh,2019,Q3,1060513,1854927351,517507
Andhra Pradesh,2019,Q3,1003916,2216532548,522001
Andhra Pradesh,2019,Q3,868052,1667826831,515001
Andhra Pradesh,2019,Q3,858005,970993081,530003
Andhra Pradesh,2019,Q3,799271,911939243,530017
Andhra Pradesh,2019,Q3,711726,1095056835,530026
Andhra Pradesh,2019,Q4,4185063,9160387223,530001
Andhra Pradesh,2019,Q4,2544877,5933007156,520001
Andhra Pradesh,2019,Q4,1920211,3073084029,517501
Andhra Pradesh,2019,Q4,1591033,2295184224,530016
Andhra Pradesh,2019,Q4,1438154,2509394595,530026
Andhra Pradesh,2019,Q4,1406768,2478459132,517507
Andhra Pradesh,2019,Q4,1324202,2927313967,522001
Andhra Pradesh,2019,Q4,1202983,2376869516,515001
Andhra Pradesh,2019,Q4,1131832,1339103327,530003
Andhra Pradesh,2019,Q4,1084796,1266927471,530017
Andhra Pradesh,2020,Q1,6695271,15258657486,530026
Andhra Pradesh,2020,Q1,2196548,3731404465,517501
Andhra Pradesh,2020,Q1,1661816,2593325339,530016
Andhra Pradesh,2020,Q1,1554974,2719620696,517507
Andhra Pradesh,2020,Q1,1346804,2696427930,515001
Andhra Pradesh,2020,Q1,1159480,1519955258,530003
Andhra Pradesh,2020,Q1,1125194,2653339803,524002
Andhra Pradesh,2020,Q1,1104748,1412381495,530017
Andhra Pradesh,2020,Q1,1098395,2059547223,520010
Andhra Pradesh,2020,Q1,1058410,2575723775,522001
Andhra Pradesh,2020,Q2,4994637,12817902607,530026
Andhra Pradesh,2020,Q2,1708935,3203679955,517501
Andhra Pradesh,2020,Q2,1575118,2854711069,517507
Andhra Pradesh,2020,Q2,1553283,3993963025,524002
Andhra Pradesh,2020,Q2,1067022,1893629834,530016
Andhra Pradesh,2020,Q2,1066066,2616099329,516001
Andhra Pradesh,2020,Q2,1026587,2447755903,515001
Andhra Pradesh,2020,Q2,979822,2015820866,518002
Andhra Pradesh,2020,Q2,963666,2678051229,522001
Andhra Pradesh,2020,Q2,956641,2767045048,520002
Andhra Pradesh,2020,Q3,5194663,13718743729,524002
Andhra Pradesh,2020,Q3,4159532,10383207817,530026
Andhra Pradesh,2020,Q3,2735691,5544720473,517501
Andhra Pradesh,2020,Q3,2534360,6637577271,516001
Andhra Pradesh,2020,Q3,2306174,4594510974,517507
Andhra Pradesh,2020,Q3,2238996,6543183825,520002
Andhra Pradesh,2020,Q3,1921871,3560898943,530016
Andhra Pradesh,2020,Q3,1669413,4116758527,515001
Andhra Pradesh,2020,Q3,1625687,4701116488,522001
Andhra Pradesh,2020,Q3,1514873,3352462441,518002
Andhra Pradesh,2020,Q4,5029692,12810644736,524002
Andhra Pradesh,2020,Q4,4235146,9849636860,530026
Andhra Pradesh,2020,Q4,4125544,7866883789,517501
Andhra Pradesh,2020,Q4,3420778,6749696775,517507
Andhra Pradesh,2020,Q4,3119905,8005247952,516001
Andhra Pradesh,2020,Q4,2981818,5591062751,530016
Andhra Pradesh,2020,Q4,2821800,6442101736,515001
Andhra Pradesh,2020,Q4,2219953,4809927717,518002
Andhra Pradesh,2020,Q4,2170458,4679865894,520010
Andhra Pradesh,2020,Q4,2027751,3252434512,530017
Andhra Pradesh,2021,Q1,7269657,16698428355,524002
Andhra Pradesh,2021,Q1,5875319,13567044097,530026
Andhra Pradesh,2021,Q1,4354325,8224302893,517501
Andhra Pradesh,2021,Q1,3591058,9183853695,520002
Andhra Pradesh,2021,Q1,3378549,6593121540,517507
Andhra Pradesh,2021,Q1,3144495,5679150412,530016
Andhra Pradesh,2021,Q1,2941623,7434205012,516001
Andhra Pradesh,2021,Q1,2815993,6225481722,515001
Andhra Pradesh,2021,Q1,2584588,6753205746,522001
Andhra Pradesh,2021,Q1,2291676,4716738889,520010
Andhra Pradesh,2021,Q2,11023032,25519404146,524002
Andhra Pradesh,2021,Q2,7850540,19042845773,530026
Andhra Pradesh,2021,Q2,5441708,14948864290,520002
Andhra Pradesh,2021,Q2,4614209,9215678010,517501
Andhra Pradesh,2021,Q2,3834825,7940105016,517507
Andhra Pradesh,2021,Q2,3427039,9832657321,522001
Andhra Pradesh,2021,Q2,3052771,7213837063,515001
Andhra Pradesh,2021,Q2,2892664,5705916880,530016
Andhra Pradesh,2021,Q2,2613562,7256266063,516001
Andhra Pradesh,2021,Q2,2553688,5906664130,518002
Andhra Pradesh,2021,Q3,10701326,23300508690,524002
Andhra Pradesh,2021,Q3,9780096,22841763578,530026
Andhra Pradesh,2021,Q3,5982442,11419848822,517501
Andhra Pradesh,2021,Q3,5320101,14633600592,520002
Andhra Pradesh,2021,Q3,4866065,9768221617,517507
Andhra Pradesh,2021,Q3,4242875,11355623168,522001
Andhra Pradesh,2021,Q3,4177023,7797927714,530016
Andhra Pradesh,2021,Q3,4040160,8752025049,515001
Andhra Pradesh,2021,Q3,3370675,8720115499,516001
Andhra Pradesh,2021,Q3,3206301,6832329071,520010
Andhra Pradesh,2021,Q4,14158439,30358274591,524002
Andhra Pradesh,2021,Q4,10216678,24428085477,530026
Andhra Pradesh,2021,Q4,7246667,13514835187,517501
Andhra Pradesh,2021,Q4,5790910,11415016234,517507
Andhra Pradesh,2021,Q4,5716025,15397268124,520002
Andhra Pradesh,2021,Q4,5252680,9484946022,530016
Andhra Pradesh,2021,Q4,4989759,13298088500,522001
Andhra Pradesh,2021,Q4,4892740,10235401678,515001
Andhra Pradesh,2021,Q4,4198904,8551737728,520010
Andhra Pradesh,2021,Q4,4058071,10324818012,516001
Andhra Pradesh,2022,Q1,16133298,35123754551,524002
Andhra Pradesh,2022,Q1,10293117,25355928765,530026
Andhra Pradesh,2022,Q1,8062447,14807178133,517501
Andhra Pradesh,2022,Q1,6660899,12913687866,517507
Andhra Pradesh,2022,Q1,6254668,16297042494,520002
Andhra Pradesh,2022,Q1,5691035,15226428277,522001
Andhra Pradesh,2022,Q1,5585462,11393585212,515001
Andhra Pradesh,2022,Q1,5554647,9991176892,530016
Andhra Pradesh,2022,Q1,4513789,11365056779,516001
Andhra Pradesh,2022,Q1,4492155,9108501441,520010
Andhra Pradesh,2022,Q2,18822839,40556750377,524002
Andhra Pradesh,2022,Q2,12256092,29600523030,530026
Andhra Pradesh,2022,Q2,9320394,17071503296,517501
Andhra Pradesh,2022,Q2,7667416,14863715364,517507
Andhra Pradesh,2022,Q2,7584902,19447767871,520002
Andhra Pradesh,2022,Q2,6470271,11522114399,530016
Andhra Pradesh,2022,Q2,6291639,12847256630,515001
Andhra Pradesh,2022,Q2,6073875,16041957319,522001
Andhra Pradesh,2022,Q2,5301338,10747157085,520010
Andhra Pradesh,2022,Q2,4927880,12452111307,516001
Andhra Pradesh,2022,Q3,10427710,24452749355,530026
Andhra Pradesh,2022,Q3,9028550,16685152652,517501
Andhra Pradesh,2022,Q3,7638906,14893051968,517507
Andhra Pradesh,2022,Q3,6897466,17798259711,524002
Andhra Pradesh,2022,Q3,6608575,14799455202,522001
Andhra Pradesh,2022,Q3,6370783,17359205738,520002
Andhra Pradesh,2022,Q3,6352195,11280121649,530016
Andhra Pradesh,2022,Q3,6120942,12350133591,515001
Andhra Pradesh,2022,Q3,5372903,10801020194,520010
Andhra Pradesh,2022,Q3,5350632,13517253500,516001
Andhra Pradesh,2022,Q4,10249750,23326515677,530026
Andhra Pradesh,2022,Q4,9601016,17160601029,517501
Andhra Pradesh,2022,Q4,8255182,15452889827,517507
Andhra Pradesh,2022,Q4,6770365,11575693176,530016
Andhra Pradesh,2022,Q4,6566772,12647557281,515001
Andhra Pradesh,2022,Q4,6419773,13879436431,522001
Andhra Pradesh,2022,Q4,5887349,11108836639,520010
Andhra Pradesh,2022,Q4,5810257,12488419884,518002
Andhra Pradesh,2022,Q4,5685286,14883019280,520002
Andhra Pradesh,2022,Q4,5545373,13027211098,516001
Andhra Pradesh,2023,Q1,15726677,25326343019,517501
Andhra Pradesh,2023,Q1,14231038,24727126661,517507
Andhra Pradesh,2023,Q1,11205270,18608492919,530016
Andhra Pradesh,2023,Q1,11202633,20163905001,515001
Andhra Pradesh,2023,Q1,9654796,17557392337,520010
Andhra Pradesh,2023,Q1,8884834,16390389002,518002
Andhra Pradesh,2023,Q1,8730141,19045859096,516001
Andhra Pradesh,2023,Q1,8055364,14095375533,520011
Andhra Pradesh,2023,Q1,7967416,15216553606,520007
Andhra Pradesh,2023,Q1,7954047,13507938696,530026
Andhra Pradesh,2023,Q2,17533692,27847769343,517501
Andhra Pradesh,2023,Q2,16071649,27735983775,517507
Andhra Pradesh,2023,Q2,12677134,20503632033,530016
Andhra Pradesh,2023,Q2,12455688,22351199564,515001
Andhra Pradesh,2023,Q2,10965771,19535374795,520010
Andhra Pradesh,2023,Q2,9897206,18254635605,518002
Andhra Pradesh,2023,Q2,9681752,21118300896,516001
Andhra Pradesh,2023,Q2,9241075,15629118550,520011
Andhra Pradesh,2023,Q2,9092492,17011522677,520007
